Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
17:15:20,1000,1004434,-,377.23,72.28,0.00,0.00,449.50,4,0.00,0.00,"java"
17:15:20,1000,-,1004434,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__java"
17:15:20,1000,-,1004437,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__java"
17:15:20,1000,-,1004439,0.00,0.00,0.00,0.00,0.00,2,10.89,0.00,"|__GC Thread#0"
17:15:20,1000,-,1004440,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__G1 Main Marker"
17:15:20,1000,-,1004441,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__G1 Conc#0"
17:15:20,1000,-,1004442,0.00,0.00,0.00,0.00,0.00,1,17.82,0.00,"|__G1 Refi..ontrol"
17:15:20,1000,-,1004443,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Refi..kers#0"
17:15:20,1000,-,1004444,0.00,0.00,0.00,0.99,0.00,1,18.81,0.00,"|__G1 Service"
17:15:20,1000,-,1004448,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__VM Peri..Thread"
17:15:20,1000,-,1004450,0.00,0.00,0.00,0.00,0.00,1,11.88,9.90,"|__VM Thread"
17:15:20,1000,-,1004451,0.00,0.00,0.00,0.99,0.00,4,0.99,0.00,"|__Referen..andler"
17:15:20,1000,-,1004452,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Finalizer"
17:15:20,1000,-,1004453,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__Signal ..atcher"
17:15:20,1000,-,1004454,0.00,0.00,0.00,0.00,0.00,4,0.99,0.00,"|__Service Thread"
17:15:20,1000,-,1004455,0.00,0.00,0.00,0.00,0.00,4,3.96,0.00,"|__Monitor..Thread"
17:15:20,1000,-,1004456,40.59,0.00,0.00,53.47,40.59,3,28.71,281.19,"|__C2 Comp..hread0"
17:15:20,1000,-,1004457,12.87,0.99,0.00,12.87,13.86,2,99.01,46.53,"|__C1 Comp..hread0"
17:15:20,1000,-,1004458,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Notific..Thread"
17:15:20,1000,-,1004459,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Common-Cleaner"
17:15:20,1000,-,1004460,0.00,0.00,0.00,0.99,0.00,0,8.91,1.98,"|__GC Thread#1"
17:15:20,1000,-,1004462,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Referen..per #1"
17:15:20,1000,-,1004463,0.99,0.00,0.00,0.99,0.99,4,8.91,1.98,"|__GC Thread#2"
17:15:20,1000,-,1004464,0.99,0.00,0.00,0.00,0.99,1,8.91,0.00,"|__GC Thread#3"
