Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
15:01:31,1000,705879,-,370.00,69.00,0.00,0.00,439.00,4,0.00,0.00,"java"
15:01:31,1000,-,705879,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__java"
15:01:31,1000,-,705882,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__java"
15:01:31,1000,-,705883,1.00,0.00,0.00,0.00,1.00,3,19.00,4.00,"|__GC Thread#0"
15:01:31,1000,-,705884,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Main Marker"
15:01:31,1000,-,705885,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__G1 Conc#0"
15:01:31,1000,-,705886,0.00,0.00,0.00,0.00,0.00,4,22.00,1.00,"|__G1 Refi..ontrol"
15:01:31,1000,-,705887,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Refi..kers#0"
15:01:31,1000,-,705888,0.00,0.00,0.00,0.00,0.00,4,24.00,0.00,"|__G1 Service"
15:01:31,1000,-,705892,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__VM Peri..Thread"
15:01:31,1000,-,705893,0.00,0.00,0.00,1.00,0.00,3,26.00,27.00,"|__VM Thread"
15:01:31,1000,-,705896,0.00,0.00,0.00,0.00,0.00,4,2.00,0.00,"|__Referen..andler"
15:01:31,1000,-,705897,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Finalizer"
15:01:31,1000,-,705898,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Signal ..atcher"
15:01:31,1000,-,705899,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,"|__Service Thread"
15:01:31,1000,-,705900,0.00,0.00,0.00,0.00,0.00,0,4.00,0.00,"|__Monitor..Thread"
15:01:31,1000,-,705901,60.00,0.00,0.00,37.00,60.00,0,25.00,584.00,"|__C2 Comp..hread0"
15:01:31,1000,-,705902,10.00,0.00,0.00,9.00,10.00,0,66.00,49.00,"|__C1 Comp..hread0"
15:01:31,1000,-,705903,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Notific..Thread"
15:01:31,1000,-,705904,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Common-Cleaner"
15:01:31,1000,-,705905,0.00,0.00,0.00,1.00,0.00,0,15.00,5.00,"|__GC Thread#1"
15:01:31,1000,-,705925,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Referen..per #1"
15:01:31,1000,-,705928,0.00,0.00,0.00,0.00,0.00,0,17.00,1.00,"|__GC Thread#2"
15:01:31,1000,-,705950,1.00,0.00,0.00,0.00,1.00,0,15.00,3.00,"|__GC Thread#3"
15:01:31,1000,-,705951,0.00,0.00,0.00,0.00,0.00,4,13.00,2.00,"|__GC Thread#4"
15:01:31,1000,-,705956,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__executo..read-1"
15:01:31,1000,-,705957,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Innocuo..read-1"
15:01:31,1000,-,705958,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__vertx-b..hecker"
15:01:31,1000,-,705960,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__agroal-11"
15:01:31,1000,-,705962,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Cleaner-0"
15:01:31,1000,-,705963,16.00,3.00,0.00,25.00,19.00,3,2139.00,76.00,"|__vert.x-..read-0"
15:01:31,1000,-,705964,13.00,4.00,0.00,31.00,17.00,1,1770.00,98.00,"|__vert.x-..read-1"
15:01:31,1000,-,705965,13.00,4.00,0.00,29.00,17.00,4,1705.00,87.00,"|__vert.x-..read-2"
15:01:31,1000,-,705966,12.00,4.00,0.00,28.00,16.00,3,1842.00,109.00,"|__vert.x-..read-3"
15:01:31,1000,-,705967,13.00,3.00,0.00,42.00,16.00,1,1193.00,165.00,"|__vert.x-..read-4"
15:01:31,1000,-,705968,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__vert.x-..king-1"
15:01:31,1000,-,705969,1.00,0.00,0.00,1.00,1.00,4,7.00,3.00,"|__vert.x-..read-0"
15:01:31,1000,-,705992,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Virtual..locker"
15:01:31,1000,-,705993,35.00,11.00,0.00,38.00,46.00,4,78.00,1900.00,"|__ForkJoi..rker-1"
15:01:31,1000,-,705997,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Transac..Reaper"
15:01:31,1000,-,705998,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Transac..rker 0"
15:01:31,1000,-,706001,0.00,0.00,0.00,41.00,0.00,4,194.00,2.00,"|__MasterPoller"
15:01:31,1000,-,706002,35.00,12.00,0.00,37.00,47.00,0,60.00,1787.00,"|__ForkJoi..rker-2"
15:01:31,1000,-,706003,31.00,12.00,0.00,43.00,43.00,3,73.00,1430.00,"|__ForkJoi..rker-3"
15:01:31,1000,-,706004,25.00,9.00,0.00,49.00,34.00,3,69.00,955.00,"|__ForkJoi..rker-4"
15:01:31,1000,-,706005,30.00,10.00,0.00,44.00,40.00,2,54.00,1790.00,"|__ForkJoi..rker-5"
15:01:31,1000,-,706059,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Attach Listener"
15:01:31,1000,-,706060,0.00,0.00,0.00,0.00,0.00,2,1.00,0.00,"|__JFR Rec..Thread"
15:01:31,1000,-,706062,2.00,0.00,0.00,1.00,2.00,4,4.00,17.00,"|__JFR Per.. Tasks"
