Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
13:17:24,1000,461060,-,252.48,30.69,0.00,0.00,283.17,0,0.00,0.00,"java"
13:17:24,1000,-,461060,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__java"
13:17:24,1000,-,461063,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__java"
13:17:24,1000,-,461065,0.99,0.00,0.00,0.00,0.99,0,7.92,2.97,"|__GC Thread#0"
13:17:24,1000,-,461066,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Main Marker"
13:17:24,1000,-,461067,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Conc#0"
13:17:24,1000,-,461068,0.00,0.00,0.00,0.99,0.00,2,11.88,0.00,"|__G1 Refi..ontrol"
13:17:24,1000,-,461069,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__G1 Refi..kers#0"
13:17:24,1000,-,461070,0.00,0.00,0.00,0.99,0.00,2,12.87,0.00,"|__G1 Service"
13:17:24,1000,-,461073,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__VM Peri..Thread"
13:17:24,1000,-,461075,0.00,0.00,0.00,0.00,0.00,2,11.88,1.98,"|__VM Thread"
13:17:24,1000,-,461076,0.00,0.00,0.00,0.00,0.00,1,0.99,0.99,"|__Referen..andler"
13:17:24,1000,-,461077,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Finalizer"
13:17:24,1000,-,461078,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Signal ..atcher"
13:17:24,1000,-,461079,0.00,0.00,0.00,0.99,0.00,0,0.99,0.00,"|__Service Thread"
13:17:24,1000,-,461080,0.00,0.00,0.00,0.00,0.00,2,3.96,0.00,"|__Monitor..Thread"
13:17:24,1000,-,461081,56.44,0.00,0.00,29.70,56.44,2,15.84,152.48,"|__C2 Comp..hread0"
13:17:24,1000,-,461082,8.91,0.00,0.00,9.90,8.91,0,249.50,26.73,"|__C1 Comp..hread0"
13:17:24,1000,-,461083,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__Notific..Thread"
13:17:24,1000,-,461084,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__Common-Cleaner"
13:17:24,1000,-,461085,0.00,0.00,0.00,0.00,0.00,1,0.99,0.00,"|__Cleaner-0"
13:17:24,1000,-,461086,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Innocuo..read-1"
13:17:24,1000,-,461087,1.98,0.00,0.00,0.00,1.98,1,6.93,0.99,"|__GC Thread#1"
13:17:24,1000,-,461088,0.99,0.00,0.00,0.99,0.99,2,5.94,0.99,"|__GC Thread#2"
13:17:24,1000,-,461158,0.00,0.00,0.00,0.00,0.00,2,0.99,0.00,"|__Catalin..lity-1"
13:17:24,1000,-,461159,0.00,0.00,0.00,0.00,0.00,2,0.99,0.00,"|__Catalin..lity-2"
13:17:24,1000,-,461160,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__container-0"
13:17:24,1000,-,461162,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Cleaner-1"
13:17:24,1000,-,461163,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__HikariP..keeper"
13:17:24,1000,-,461164,0.99,0.00,0.00,3.96,0.99,1,1922.77,0.00,"|__HikariP..-adder"
13:17:24,1000,-,461227,1.98,0.99,0.00,8.91,2.97,1,2003.96,3.96,"|__https-j..Poller"
13:17:24,1000,-,461228,0.99,0.00,0.00,0.00,0.99,2,1.98,1.98,"|__https-j..ceptor"
13:17:24,1000,-,461230,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Virtual..locker"
13:17:24,1000,-,461231,59.41,9.90,0.00,23.76,69.31,2,31.68,3337.62,"|__ForkJoi..rker-1"
13:17:24,1000,-,461232,67.33,10.89,0.00,15.84,78.22,1,62.38,2940.59,"|__ForkJoi..rker-2"
13:17:24,1000,-,461236,0.00,0.00,0.00,0.00,0.00,2,1.98,0.00,"|__MasterPoller"
13:17:24,1000,-,461237,51.49,5.94,0.00,35.64,57.43,0,49.50,859.41,"|__ForkJoi..rker-3"
13:17:24,1000,-,461238,0.00,0.99,0.00,5.94,0.99,0,2750.50,0.00,"|__ForkJoi..eduler"
13:17:24,1000,-,461274,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Attach Listener"
13:17:24,1000,-,461275,0.00,0.00,0.00,0.00,0.00,2,0.99,0.00,"|__JFR Rec..Thread"
13:17:24,1000,-,461276,2.97,0.00,0.00,0.99,2.97,1,3.96,12.87,"|__JFR Per.. Tasks"
13:17:24,1000,-,461302,0.00,0.00,0.00,3.96,0.00,1,419.80,0.99,"|__JFR Sam..Thread"
13:17:25,1000,461060,-,249.00,43.00,0.00,0.00,292.00,0,0.00,0.00,"java"
13:17:25,1000,-,461060,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__java"
13:17:25,1000,-,461063,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__java"
13:17:25,1000,-,461065,2.00,0.00,0.00,1.00,2.00,1,8.00,3.00,"|__GC Thread#0"
13:17:25,1000,-,461066,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Main Marker"
13:17:25,1000,-,461067,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Conc#0"
13:17:25,1000,-,461068,0.00,0.00,0.00,0.00,0.00,1,16.00,0.00,"|__G1 Refi..ontrol"
13:17:25,1000,-,461069,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__G1 Refi..kers#0"
13:17:25,1000,-,461070,0.00,0.00,0.00,0.00,0.00,2,17.00,0.00,"|__G1 Service"
13:17:25,1000,-,461073,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__VM Peri..Thread"
13:17:25,1000,-,461075,0.00,0.00,0.00,0.00,0.00,1,9.00,3.00,"|__VM Thread"
13:17:25,1000,-,461076,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__Referen..andler"
13:17:25,1000,-,461077,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Finalizer"
13:17:25,1000,-,461078,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Signal ..atcher"
13:17:25,1000,-,461079,0.00,0.00,0.00,0.00,0.00,0,1.00,0.00,"|__Service Thread"
13:17:25,1000,-,461080,0.00,0.00,0.00,0.00,0.00,2,4.00,0.00,"|__Monitor..Thread"
13:17:25,1000,-,461081,37.00,0.00,0.00,14.00,37.00,2,20.00,197.00,"|__C2 Comp..hread0"
