Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
19:37:08,1000,1310023,-,230.69,131.68,0.00,0.00,362.38,2,0.00,0.00,"java"
19:37:08,1000,-,1310023,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__java"
19:37:08,1000,-,1310026,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__java"
19:37:08,1000,-,1310027,0.00,0.00,0.00,0.99,0.00,0,22.77,2.97,"|__GC Thread#0"
19:37:08,1000,-,1310028,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__G1 Main Marker"
19:37:08,1000,-,1310030,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__G1 Conc#0"
19:37:08,1000,-,1310031,0.00,0.00,0.00,0.00,0.00,0,22.77,0.00,"|__G1 Refi..ontrol"
19:37:08,1000,-,1310032,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Refi..kers#0"
19:37:08,1000,-,1310033,0.00,0.00,0.00,0.99,0.00,0,28.71,0.99,"|__G1 Service"
19:37:08,1000,-,1310036,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__VM Peri..Thread"
19:37:08,1000,-,1310039,0.00,0.00,0.00,0.99,0.00,0,25.74,26.73,"|__VM Thread"
19:37:08,1000,-,1310040,0.00,0.00,0.00,0.00,0.00,1,0.99,0.00,"|__Referen..andler"
19:37:08,1000,-,1310041,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Finalizer"
19:37:08,1000,-,1310042,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Signal ..atcher"
19:37:08,1000,-,1310043,0.00,0.00,0.00,0.00,0.00,1,0.99,0.00,"|__Service Thread"
19:37:08,1000,-,1310044,0.00,0.00,0.00,0.00,0.00,2,3.96,0.00,"|__Monitor..Thread"
19:37:08,1000,-,1310045,25.74,0.00,0.00,28.71,25.74,1,50.50,235.64,"|__C2 Comp..hread0"
19:37:08,1000,-,1310046,2.97,0.00,0.00,5.94,2.97,1,75.25,21.78,"|__C1 Comp..hread0"
19:37:08,1000,-,1310047,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Notific..Thread"
19:37:08,1000,-,1310048,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Common-Cleaner"
19:37:08,1000,-,1310050,0.99,0.00,0.00,0.00,0.99,3,23.76,3.96,"|__GC Thread#1"
