epoch_ms,utime_ticks,stime_ticks,rss_kb,vmsize_kb,threads,vmhwm_kb,smaps_rss_kb,cgroup_mem_kb
1781977027136931624,55806,44265,734168,20860840,45,746596,734480,993304
1781977028218899107,56053,44408,759384,20860840,45,759900,759900,1022792
1781977029388143516,56271,44579,759512,20860840,44,760076,760076,1026956
1781977030468820007,56485,44739,759640,20860840,44,760168,760168,1017852
1781977031744583811,56719,44925,759640,20860840,44,760180,760180,1021452
1781977032795551259,56909,45080,759640,20860840,44,760184,760184,1024092
1781977033916921306,57116,45247,759640,20860840,44,760184,760184,1026740
178197703519544499,57321,45411,759640,20860840,44,760188,760188,1029860
178197703681319529,57518,45568,759640,20860840,44,760224,760224,1021272
1781977037176143972,57724,45731,759640,20860840,44,760228,760228,1023544
1781977038280164035,57926,45895,759640,20860840,44,760236,760236,1027364
1781977039445016158,58142,46072,759640,20860840,44,760236,760236,1029980
1781977040596556862,58342,46237,759640,20860840,44,760236,760240,1034008
1781977041699845148,58538,46393,759640,20860840,44,760248,760248,1023744
1781977042803282793,58737,46552,759640,20860840,44,760248,760248,1026740
1781977043885747556,58942,46710,759640,20860840,44,760252,760252,1030012
1781977044954727195,59138,46872,759768,20860840,44,760264,760264,1032580
178197704619273191,59325,47036,759768,20860840,44,760268,760268,1035628
1781977047189747898,59548,47212,759768,20860840,44,760268,760268,1039192
1781977048267941030,59744,47371,759768,20860840,44,760276,760276,1029540
1781977049510468810,59974,47550,759768,20860840,44,760284,760284,1032512
1781977050627736834,60172,47709,759768,20860840,44,760288,760288,1036292
1781977051739423781,60336,47844,759768,20860840,44,760288,760288,1038196
1781977052948121408,60543,48005,759768,20860840,44,760292,760292,1042032
178197705414335470,60731,48165,759768,20860840,44,760296,760296,1031360
1781977055130909517,60933,48322,759768,20860840,44,760296,760296,1035124
1781977056239202143,61134,48486,759768,20860840,44,760300,760300,1038292
1781977057292112490,61317,48640,759768,20860840,44,760304,760304,1041488
1781977058354730685,61475,48769,759896,20860840,44,760316,760316,1043356
1781977059479374278,61648,48906,759896,20860840,44,760316,760316,1045716
1781977060537622027,61826,49053,874968,20860840,44,875476,875476,1151200
1781977061631246258,62023,49215,874968,20860840,44,875480,875480,1153724
1781977062688656623,62209,49368,874968,20860840,44,875484,875484,1157404
1781977063785751539,62412,49528,874968,20860840,44,875484,875492,1160836
17819770655973897,62639,49715,875096,20860840,44,875492,875492,1163176
178197706676962519,62832,49879,875096,20860840,44,875504,875504,1166416
1781977067138759729,63033,50044,875096,20860840,44,875504,875504,1157536
1781977068352161214,63258,50226,875096,20860840,44,875504,875504,1160580
1781977069428954732,63456,50385,875096,20860840,44,875512,875512,1163664
1781977070533942403,63665,50553,875096,20860840,44,875512,875512,1167752
1781977071841825813,63910,50741,867020,20860840,44,875096,867296,1162972
1781977073155974739,64152,50935,867020,20860840,44,875096,867300,1153504
1781977074494887972,64399,51142,867020,20860840,44,875096,867316,1157288
1781977075579773527,64598,51306,867020,20860840,44,875096,867320,1159576
1781977076697585988,64797,51471,867020,20860840,44,875096,867324,1163076
1781977077788976286,65001,51634,867020,20860840,44,875096,867324,1165928
1781977078871222841,65198,51791,867020,20860840,44,875096,867328,1156952
178197708080477348,65418,51961,867020,20860840,44,875096,867328,1160228
1781977081214616782,65631,52133,867020,20860840,44,875096,867332,1163728
1781977082310763105,65822,52288,867020,20860840,44,875096,867332,1165836
1781977083384112648,66017,52446,867020,20860840,44,875096,867336,1169092
1781977084485100256,66220,52612,867020,20860840,44,875096,867340,1159208
1781977085576679988,66423,52772,867020,20860840,44,875096,867340,1163528
1781977086661942517,66625,52937,867020,20860840,44,875096,867356,1166228
1781977087725277030,66828,53096,858812,20860840,44,875096,859136,1160192
1781977088800197428,67032,53262,858812,20860840,44,875096,859180,1163916
1781977089928179238,67238,53432,858812,20860840,44,875096,859188,1166888
178197709199209443,67458,53609,858812,20860840,44,875096,859196,1158196
1781977092202907484,67646,53771,858812,20860840,44,875096,859196,1160044
1781977093332012382,67844,53937,858812,20860840,44,875096,859200,1164192
1781977094436783919,68037,54099,858812,20860840,44,875096,859204,1167348
1781977095503761949,68231,54263,858812,20860840,44,875096,859204,1169716
1781977096560989482,68424,54424,850640,20860840,44,875096,850984,1149444
1781977097678686898,68626,54589,850640,20860840,44,875096,850992,1152740
1781977098991561914,68854,54775,850640,20860840,44,875096,851000,1156912
178197710086921007,69060,54951,850640,20860840,44,875096,851000,1159436
1781977101154341894,69255,55110,850640,20860840,44,875096,851008,1161924
1781977102274611345,69454,55277,842472,20860840,44,875096,842788,1144716
1781977103440730855,69667,55452,842472,20860840,44,875096,842796,1148728
1781977104498345292,69857,55614,842472,20860840,44,875096,842808,1151604
1781977105596118785,70056,55772,842472,20860840,44,875096,842808,1154364
1781977106711360142,70260,55938,842472,20860840,44,875096,842808,1157532
1781977107890986597,70476,56106,842472,20860840,44,875096,842816,1160628
1781977108991178538,70692,56274,842472,20860840,44,875096,842820,1151256
1781977110163305743,70909,56454,842472,20860840,44,875096,842824,1154952
1781977111226993134,71107,56617,842472,20860840,44,875096,842828,1157628
1781977112571869066,71339,56811,842472,20860840,44,875096,842836,1161672
1781977113814085374,71555,56982,842472,20860840,44,875096,842852,1165020
1781977114926530558,71766,57162,842472,20860840,44,875096,842856,1154896
178197711666245889,71969,57341,834260,20860840,44,875096,834644,1150504
1781977117141688432,72166,57497,834388,20860840,44,875096,834648,1153704
1781977118292084197,72380,57665,834388,20860840,44,875096,834652,1156928
1781977119455583933,72597,57838,834388,20860840,44,875096,834656,1160160
1781977120512488813,72787,57990,834388,20860840,44,875096,834660,1149764
1781977121572853518,72946,58129,834388,20860840,44,875096,834664,1152580
1781977122692133180,73133,58284,834388,20860840,44,875096,834664,1155204
1781977123778326919,73328,58444,834388,20860840,44,875096,834668,1158068
1781977124897593446,73534,58615,834388,20860840,44,875096,834668,1161440
1781977125974697444,73731,58770,834388,20860840,44,875096,834684,1164056
178197712728598031,73918,58920,834388,20860840,44,875096,834688,1154332
1781977128186221058,74084,59059,834388,20860840,44,875096,834688,1158228
1781977129323496942,74268,59209,834388,20860840,44,875096,834692,1159912
1781977130389925876,74459,59366,834388,20860840,44,875096,834692,1163320
1781977131506431725,74668,59536,834388,20860840,44,875096,834700,1165688
1781977132687422719,74885,59706,834388,20860840,44,875096,834708,1156044
1781977133866794278,75108,59879,834388,20860840,44,875096,834708,1158704
1781977134947388256,75307,60042,834388,20860840,44,875096,834712,1161096
17819771369325207,75496,60207,834388,20860840,44,875096,834712,1166308
1781977137329830819,75737,60414,834388,20860840,44,875096,834712,1167652
1781977138437114389,75943,60584,834388,20860840,44,875096,834724,1169368
1781977139605408042,76164,60759,834388,20860840,44,875096,834732,1160188
1781977140661080379,76353,60913,834388,20860840,44,875096,834732,1162112
1781977141754635512,76542,61070,834388,20860840,44,875096,834736,1164792
1781977142998710683,76742,61229,834388,20860840,44,875096,834740,1167792
178197714482847168,76960,61408,834388,20860840,44,875096,834748,1170628
1781977145187793612,77159,61576,834388,20860840,44,875096,834748,1160432
1781977146329435092,77355,61745,834388,20860840,44,875096,834752,1163436
1781977147474093057,77554,61899,834388,20860840,44,875096,834768,1165948
1781977148773354489,77788,62091,834388,20860840,44,875096,834772,1169836
1781977149959156592,78008,62279,834388,20860840,44,875096,834776,1172052
1781977151152217876,78210,62455,834388,20860840,44,875096,834784,1163368
1781977152258492301,78424,62616,834388,20860840,44,875096,834784,1165940
1781977153393930692,78633,62777,834388,20860840,44,875096,834784,1168712
1781977154464534615,78829,62940,834388,20860840,44,875096,834788,1171740
1781977155584766096,79040,63113,834388,20860840,44,875096,834788,1172792
1781977156689279280,79238,63279,834388,20860840,44,875096,834788,1163260
1781977157788007417,79437,63440,834388,20860840,44,875096,834796,1165996
1781977158864123358,79642,63598,834388,20860840,44,875096,834800,1168484
178197716034806916,79855,63777,834388,20860840,44,875096,834800,1171604
1781977161217744827,80064,63955,834388,20860840,44,875096,834816,1175232
1781977162305029815,80267,64124,834388,20860840,44,875096,834832,1177224
1781977163406796088,80458,64280,834388,20860840,44,875096,834864,1167100
1781977164488183618,80663,64443,834388,20860840,44,875096,834864,1170064
1781977165626972838,80866,64613,834388,20860840,44,875096,834868,1172488
1781977166878316218,81088,64796,834388,20860840,44,875096,834872,1175944
178197716844517331,81311,64978,834388,20860840,44,875096,834876,1178756
1781977169143480717,81505,65145,834388,20860840,44,875096,834884,1168316
1781977170286381600,81720,65322,834388,20860840,44,875096,834892,1171588
1781977171471681824,81919,65487,834388,20860840,44,875096,834892,1173956
1781977172609080217,82144,65683,834388,20860840,44,875096,834896,1176360
1781977173665254973,82332,65846,834388,20860840,44,875096,834900,1179476
1781977174764434974,82526,66006,834388,20860840,44,875096,834904,1168976
1781977175900177423,82735,66184,834388,20860840,44,875096,834908,1172160
178197717732829087,82949,66348,834388,20860840,44,875096,834908,1174684
1781977178129653958,83152,66514,834388,20860840,44,875096,834916,1177108
1781977179236422516,83351,66691,834388,20860840,44,875096,834920,1179492
1781977180426975744,83577,66867,834516,20860840,44,875096,834936,1170852
1781977181520933549,83775,67029,834516,20860840,44,875096,834936,1173004
1781977182687364361,83987,67196,834516,20860840,44,875096,834940,1175772
1781977183758052262,84180,67350,834516,20860840,44,875096,834948,1178408
1781977184890942982,84382,67517,834516,20860840,44,875096,834948,1181196
178197718674701928,84613,67696,834516,20860840,44,875096,834952,1183148
1781977187177087718,84809,67868,834516,20860840,44,875096,834960,1173868
1781977188309670143,85021,68044,834516,20860840,44,875096,834960,1177584
1781977189391942716,85228,68207,834516,20860840,44,875096,834964,1180060
1781977190458217502,85392,68344,834516,20860840,44,875096,834972,1181048
1781977191509532920,85570,68475,834516,20860840,44,875096,834992,1182808
1781977192579257060,85760,68633,834516,20860840,44,875096,835004,1174272
1781977193712249130,85953,68796,834516,20860840,44,875096,835016,1176112
1781977194770239569,86150,68963,834516,20860840,44,875096,835020,1178492
1781977195918146954,86358,69136,834516,20860840,44,875096,835032,1180716
178197719738790074,86528,69286,834516,20860840,44,875096,835040,1183948
178197719898382014,86683,69417,834516,20860840,44,875096,835048,1185772
1781977199159576599,86858,69566,834516,20860840,44,875096,835052,1175320
1781977200348949733,87080,69745,834516,20860840,44,875096,835052,1178788
1781977201683966265,87325,69947,834516,20860840,44,875096,835052,1182016
1781977202767340246,87517,70105,834516,20860840,44,875096,835064,1185176
1781977203882303574,87709,70261,834516,20860840,44,875096,835064,1186548
1781977204994699736,87918,70424,834516,20860840,44,875096,835068,1176532
178197720657080787,88110,70573,834516,20860840,44,875096,835072,1180220
1781977207342506251,88339,70761,834516,20860840,44,875096,835080,1182876
1781977208413026158,88534,70925,834516,20860840,44,875096,835088,1186024
1781977209524169579,88728,71091,834516,20860840,44,875096,835088,1188380
1781977210630187455,88945,71256,834516,20860840,44,875096,835104,1189200
