epoch_ms,utime_ticks,stime_ticks,rss_kb,vmsize_kb,threads,vmhwm_kb,smaps_rss_kb,cgroup_mem_kb
1781960490620591409,17794,5686,1737800,21256844,51,1770072,1738300,21089656
1781960491690655533,18183,5760,1740360,21256844,51,1770072,1740804,21101328
1781960492914416429,18588,5871,1742024,21256844,51,1770072,1742360,21103420
178196049448737927,18892,5994,1742024,21256844,50,1770072,1742400,21103684
1781960495247871716,19211,6124,1742152,21256844,50,1770072,1742464,21104676
1781960496355837490,19470,6227,1742152,21256844,50,1770072,1742520,21104960
1781960497448975902,19765,6344,1743432,21256844,50,1770072,1743828,21107032
1781960498601103583,20068,6471,1743560,21256844,50,1770072,1743884,21109304
1781960499768796825,20375,6591,1743560,21256844,50,1770072,1743964,21112540
1781960500932442539,20679,6712,1743560,21256844,50,1770072,1743992,21123776
178196050252582351,20993,6836,1743688,21256844,50,1770072,1744068,21114828
1781960503189865118,21274,6951,1743688,21256844,50,1770072,1744104,21116592
1781960504309101493,21558,7077,1743688,21256844,50,1770072,1744144,21117988
1781960505453299611,21866,7202,1743688,21256844,50,1770072,1744196,21121016
1781960506581114351,22167,7324,1743944,21256844,50,1770072,1744232,21121776
1781960507728807143,22477,7450,1744072,21256844,50,1770072,1744280,21123684
1781960508926608895,22804,7584,1744072,21256844,50,1770072,1744308,21125776
178196051032851872,23098,7715,1744072,21256844,50,1770072,1744360,21129396
1781960511187589406,23416,7838,1744200,21256844,50,1770072,1744388,21130644
1781960512412103097,23723,7966,1744200,21256844,50,1770072,1744444,21133064
1781960513588202342,24011,8084,1744200,21256844,50,1770072,1744492,21151280
1781960514710363528,24295,8205,1744200,21256844,50,1770072,1744524,21142148
1781960515817712861,24591,8332,1744200,21256844,50,1770072,1744584,21142228
178196051715407743,24903,8463,1744200,21256844,50,1770072,1744608,21142680
1781960518174282430,25196,8590,1744200,21256844,50,1770072,1744656,21141532
1781960519327247605,25505,8720,1744328,21256844,50,1770072,1744696,21141776
1781960520451415457,25813,8846,1744328,21256844,50,1770072,1744736,21142052
1781960521546599178,26143,8949,1745096,21256844,51,1770072,1745488,21142828
1781960522742779513,26465,9084,1745224,21256844,51,1770072,1745544,21142972
1781960523862035124,26766,9208,1745480,21256844,50,1770072,1745588,21143548
178196052538578168,27090,9344,1745480,21256844,50,1770072,1745628,21144328
1781960526184748687,27406,9469,1745480,21256844,50,1770072,1745676,21143688
1781960527327442907,27708,9595,1746760,21256844,50,1770072,1746972,21146404
1781960528461119391,28009,9714,1746760,21256844,50,1770072,1747000,21146952
1781960529586488415,28317,9838,1746760,21256844,50,1770072,1747088,21145872
1781960530720981694,28627,9971,1746760,21256844,50,1770072,1747132,21145956
1781960531829570020,28935,10094,1746760,21256844,50,1770072,1747144,21156148
178196053387648044,29267,10237,1746760,21256844,50,1770072,1747196,21146288
1781960534246145398,29585,10372,1746760,21256844,50,1770072,1747236,21146556
1781960535350900467,29882,10501,1746760,21256844,50,1770072,1747276,21147592
1781960536481486662,30187,10630,1746760,21256844,50,1770072,1747324,21147264
1781960537601457017,30487,10760,1746888,21256844,50,1770072,1747356,21146832
1781960538746958518,30792,10885,1747016,21256844,50,1770072,1747412,21147840
1781960539876975570,31097,11009,1747016,21256844,50,1770072,1747452,21148000
17819605414826779,31409,11140,1747144,21256844,50,1770072,1747484,21148576
1781960542122459179,31722,11261,1747144,21256844,50,1770072,1747508,21148572
1781960543227244856,32014,11383,1747272,21256844,50,1770072,1747556,21149384
1781960544384660149,32343,11513,1747400,21256844,50,1770072,1747632,21148340
1781960545533638851,32648,11638,1747400,21256844,50,1770072,1747664,21104848
1781960546649496258,32945,11761,1747400,21256844,50,1770072,1747704,21104124
1781960547799436185,33249,11883,1747400,21256844,50,1770072,1747748,21104500
17819605499834735,33605,12023,1747656,21256844,51,1770072,1748060,21105288
1781960550117899674,33914,12144,1747656,21256844,50,1770072,1748088,21105636
1781960551269622459,34228,12275,1747784,21256844,50,1770072,1748152,21106084
1781960552418726435,34546,12405,1747784,21256844,50,1770072,1748188,21107036
1781960553548617582,34853,12537,1747784,21256844,50,1770072,1748224,21106704
1781960554697613587,35157,12661,1747912,21256844,50,1770072,1748284,21106668
1781960555899224260,35465,12787,1747912,21256844,50,1770072,1748328,21107216
178196055739173084,35749,12913,1747912,21256844,50,1770072,1748396,21106940
1781960558169624657,36003,13020,1748040,21256844,50,1770072,1748596,21108244
