epoch_ms,utime_ticks,stime_ticks,rss_kb,vmsize_kb,threads,vmhwm_kb,smaps_rss_kb,cgroup_mem_kb
1777982297218144366,383,18,229636,21603216,55,231124,231124,34758680
1777982298244451641,450,21,240148,21869460,61,241420,241420,34780072
1777982299269246855,456,22,240532,21869460,59,241708,241708,34803900
1777982300294312865,473,23,240660,21869460,58,241996,241996,34906156
1777982301320570517,516,25,259532,21869460,59,260944,260944,34790956
1777982302346153431,535,27,266444,21869460,60,267812,267816,34927540
1777982303372517913,548,28,267724,21869460,59,269208,269208,35247824
1777982304397888651,560,29,269260,21869460,59,270720,270720,35349424
1777982305423588102,568,30,270412,21869460,59,271896,271896,35303472
1777982306449074736,586,32,274508,21869460,59,275692,275692,35250744
1777982307475433357,612,34,276940,21869460,59,278244,278244,35336100
1777982308501771148,628,36,279116,21869460,59,280580,280592,35348000
1777982309529038244,639,37,280908,21869460,59,282192,282192,35360292
1777982310554854703,654,39,282956,21869460,59,284464,284476,36023944
1777982311580854084,663,40,284492,21869460,59,285944,285944,35950088
1777982312608399408,678,41,286796,21869460,60,288208,288208,36041084
1777982313634352893,686,43,287820,21869460,60,289332,289332,35176484
1777982314661322975,704,45,289996,21869460,60,291376,291376,35184780
1777982315688339412,719,46,292940,21869460,60,294156,294200,35188024
1777982316716648792,729,48,294732,21869460,59,295976,295976,35243216
1777982317743473662,743,50,296396,21869460,59,297760,297764,35270536
1777982318770399171,750,51,297548,21869460,59,298864,298864,35271820
1777982319799530664,763,53,299724,21869460,59,301156,301160,35200500
1777982320825383812,768,54,300620,21869460,59,301964,301964,35253840
1777982321851595468,795,55,302924,21869460,59,304104,304104,35283144
1777982322877549605,804,57,304076,21869460,59,305508,305508,35312920
1777982323903857431,814,59,305740,21869460,59,307120,307160,35218912
1777982324931390662,821,61,307148,21869460,59,308620,308620,35312016
1777982325957429597,831,63,309324,21869460,59,310616,310616,35289984
1777982326984596625,841,64,311500,21869460,59,312924,312924,35316460
177798232810519604,849,66,313164,21869460,59,314496,314496,35230204
177798232936837498,866,67,315340,21869460,59,316416,316416,35229792
177798233066077143,879,69,317004,21869460,59,318412,318412,35334932
177798233193209648,886,70,318412,21869460,59,319740,319744,35369592
1777982332121468563,898,71,320332,21869460,59,321548,321548,35236208
1777982333148440829,915,73,321740,21869460,60,323144,323144,35331168
1777982334177656920,927,76,323276,21869460,60,324704,324720,35296116
1777982335205223223,936,77,325324,21869460,60,326428,326428,35244312
1777982336232635349,941,79,326348,21869460,60,327552,327556,35337352
1777982337260206311,947,80,327628,21869460,60,328924,328924,35360552
1777982338287513231,954,83,329420,21869460,60,330940,330940,35292372
1777982339315286350,960,84,330572,21869460,60,332084,332084,35252232
1777982340342703786,969,86,332620,21869460,60,334044,334044,35332200
1777982341369587136,974,88,333772,21869460,60,335168,335168,34993836
1777982342397049916,979,89,334924,21869460,60,336276,336304,34994136
1777982343425165394,986,91,336332,21869460,60,337720,337720,35353828
1777982344453063797,994,93,338380,21869460,60,339768,339772,35354716
1777982345480954926,999,94,339404,21869460,60,340836,340836,35356780
1777982346508727114,1004,95,340300,21869460,60,341788,341788,35406068
1777982347536218919,1011,97,342220,21869460,60,343652,343652,35403904
1777982348563542990,1020,99,344140,21869460,60,345872,345872,35421280
1777982349591248453,1025,101,345804,21869460,60,347056,347056,35433352
1777982350618850113,1030,102,347084,21869460,60,348392,348396,35937488
1777982351646441403,1039,105,349132,21869460,61,350424,350424,36159428
1777982352674172815,1044,106,350156,21869460,61,351600,351604,36110884
1777982353702493866,1059,108,351564,21869460,61,353016,353016,36027972
1777982354731465401,1067,110,353740,21936020,62,355224,355288,35484512
1777982355760498090,1082,113,363596,21936020,62,364768,364768,35494316
1777982356790648463,1088,115,365260,21936020,62,366516,366516,35494776
1777982357820515940,1093,116,366284,21936020,62,367556,367556,35547596
1777982358849623959,1099,118,367692,21936020,62,368908,368908,35602552
1777982359879140140,1106,119,370124,21936020,61,371132,371132,35383412
1777982360907418622,1112,121,370124,21936020,61,371240,371240,35248804
1777982361938856778,1121,123,370124,21936020,61,371332,371332,35238128
1777982362967293906,1129,125,370252,21936020,62,371464,371464,35243356
1777982363996149875,1140,126,370636,21936020,62,371804,371804,35334604
177798236524959388,1152,128,370892,21936020,62,371968,371968,35439204
177798236653259540,1161,130,371020,21936020,62,372236,372236,36461812
177798236785336197,1173,132,371788,22202260,66,372952,372952,37565240
1777982368130824352,1187,135,372044,22202260,65,373060,373060,37823312
1777982369170502799,1196,137,372044,22202260,65,373212,373216,37997816
1777982370208850083,1207,140,372940,22202260,65,373952,373952,38094692
1777982371248150074,1215,142,372940,22202260,65,374052,374052,37589484
1777982372287553950,1222,145,372940,22202260,65,374100,374100,37576984
1777982373326490904,1230,149,373452,22202260,65,374608,374612,37876976
1777982374365171490,1237,151,373452,22202260,65,374648,374648,37731704
1777982375403097809,1251,154,373452,22202260,65,374748,374748,37744292
1777982376440888695,1259,157,373580,22202260,65,374836,374836,37865456
1777982377478784236,1269,159,373580,22202260,65,374924,374924,37910912
1777982378516330186,1281,162,374220,22202260,65,375368,375368,37860392
1777982379553861358,1288,164,374348,22202260,65,375512,375512,38095724
