epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785428095,29,3,23,3,300
1785428097,29,2,25,2,300
1785428098,29,0,27,2,300
1785428099,29,2,24,3,300
1785428100,29,3,23,3,300
1785428101,29,0,29,0,300
1785428102,29,0,27,2,300
1785428103,29,5,19,5,300
1785428104,29,2,25,2,300
1785428105,29,0,27,2,300
1785428106,29,0,29,0,300
1785428107,29,3,23,3,300
1785428108,29,2,25,2,300
1785428110,29,2,23,4,300
1785428111,29,1,27,1,300
1785428112,29,1,25,3,300
1785428113,29,0,29,0,300
1785428114,29,0,28,1,300
1785428115,29,2,26,1,300
1785428116,29,4,21,4,300
1785428117,29,1,27,1,300
1785428118,29,1,26,2,300
1785428119,29,1,26,2,300
1785428120,29,3,20,6,300
1785428121,29,0,29,0,300
1785428123,29,2,23,4,300
1785428124,29,1,27,1,300
1785428125,29,0,27,2,300
1785428126,29,0,29,0,300
1785428127,29,2,25,2,300
1785428128,29,3,21,5,300
1785428129,29,0,29,0,300
1785428130,29,2,25,2,300
1785428131,29,1,25,3,300
1785428132,29,2,26,1,300
1785428133,29,1,25,3,300
1785428134,29,0,29,0,300
1785428136,29,0,29,0,300
1785428137,29,1,25,3,300
1785428138,29,2,25,2,300
1785428139,29,4,21,4,300
1785428140,29,1,23,5,300
1785428141,29,2,25,2,300
1785428142,29,1,27,1,300
1785428143,29,1,26,2,300
1785428144,29,3,23,3,300
1785428145,29,0,27,2,300
1785428146,29,2,25,2,300
1785428147,29,3,22,4,300
1785428149,29,0,26,3,300
1785428150,29,1,27,1,300
1785428151,29,2,25,2,300
1785428152,29,4,22,3,300
1785428153,29,2,25,2,300
1785428154,29,0,28,1,300
1785428155,29,0,28,1,300
1785428156,29,4,21,4,300
1785428157,29,0,29,0,300
1785428158,29,2,25,2,300
1785428159,29,2,25,2,300
1785428160,29,1,27,1,300
1785428162,29,2,24,3,300
1785428163,29,2,25,2,300
1785428164,29,2,25,2,300
1785428165,29,0,27,2,300
1785428166,29,3,23,3,300
1785428167,29,0,28,1,300
1785428168,29,1,27,1,300
1785428169,29,0,28,1,300
1785428170,29,2,24,3,300
1785428171,29,1,28,0,300
1785428172,29,1,26,2,300
1785428173,29,0,28,1,300
1785428175,29,1,25,3,300
1785428176,29,2,25,2,300
1785428177,29,2,25,2,300
1785428178,29,0,28,1,300
1785428179,29,2,24,3,300
1785428180,29,0,28,1,300
1785428181,29,3,21,5,300
1785428182,29,2,23,4,300
1785428183,29,0,29,0,300
1785428184,29,1,26,2,300
1785428185,29,3,23,3,300
1785428186,29,1,27,1,300
1785428188,29,4,20,5,300
1785428189,29,4,20,5,300
1785428190,29,1,27,1,300
1785428191,29,3,24,2,300
1785428192,29,0,29,0,300
1785428193,29,1,27,1,300
1785428194,29,2,24,3,300
1785428195,29,2,24,3,300
1785428196,29,1,26,2,300
1785428197,29,2,23,4,300
1785428198,29,1,26,2,300
1785428199,29,2,25,2,300
1785428201,29,3,22,4,300
1785428202,29,0,25,4,300
1785428203,29,2,25,2,300
1785428204,29,0,28,1,300
1785428205,29,3,22,4,300
1785428206,29,0,29,0,300
1785428207,29,1,28,0,300
1785428208,29,0,29,0,300
1785428209,29,1,27,1,300
1785428210,29,2,26,1,300
1785428211,29,4,20,5,300
1785428213,29,2,25,2,300
1785428214,29,2,25,2,300
1785428215,29,2,22,5,300
1785428216,29,0,29,0,300
1785428217,29,2,25,2,300
1785428218,29,3,21,5,300
1785428219,29,3,22,4,300
1785428220,29,1,26,2,300
1785428221,29,2,23,4,300
1785428222,29,1,25,3,300
1785428223,29,0,24,5,300
1785428224,29,0,29,0,300
1785428226,29,5,19,5,300
1785428227,29,3,24,2,300
1785428228,29,4,21,4,300
1785428229,29,2,26,1,300
1785428230,29,0,29,0,300
1785428231,30,4,22,4,300
1785428232,30,2,26,2,300
1785428233,30,2,26,2,300
1785428234,30,2,24,4,300
1785428235,30,2,26,2,300
1785428236,30,3,25,2,300
1785428237,30,5,19,6,300
1785428239,30,1,27,2,300
1785428240,30,2,25,3,300
1785428241,30,3,24,3,300
1785428242,30,0,30,0,300
1785428243,30,0,29,1,300
1785428244,30,1,28,1,300
1785428245,30,0,28,2,300
1785428246,30,1,25,4,300
1785428247,30,1,28,1,300
1785428248,30,0,30,0,300
1785428249,30,1,27,2,300
1785428250,30,1,28,1,300
1785428252,30,1,27,2,300
1785428253,30,0,30,0,300
1785428254,30,5,17,8,300
1785428255,30,4,22,4,300
1785428256,30,6,19,5,300
1785428257,30,0,30,0,300
1785428258,30,1,27,2,300
1785428259,30,2,25,3,300
1785428260,30,2,22,6,300
1785428261,30,3,25,2,300
1785428262,30,0,29,1,300
1785428263,30,2,25,3,300
1785428265,30,0,28,2,300
1785428266,30,4,22,4,300
1785428267,30,1,26,3,300
1785428268,30,1,28,1,300
1785428269,30,2,26,2,300
1785428270,30,1,28,1,300
1785428271,30,0,30,0,300
1785428272,30,3,25,2,300
1785428273,30,2,25,3,300
1785428274,30,0,30,0,300
1785428275,30,0,29,1,300
1785428276,30,1,27,2,300
1785428278,30,1,27,2,300
1785428279,30,0,30,0,300
1785428280,30,2,27,1,300
1785428281,30,0,28,2,300
1785428282,30,2,26,2,300
1785428283,30,1,26,3,300
1785428284,30,1,28,1,300
1785428285,30,2,26,2,300
1785428286,30,2,24,4,300
1785428287,30,3,22,5,300
1785428288,30,1,28,1,300
1785428289,30,0,29,1,300
1785428291,30,2,24,4,300
1785428292,30,0,27,3,300
1785428293,30,0,29,1,300
1785428294,30,4,20,6,300
1785428295,30,3,24,3,300
1785428296,30,0,28,2,300
1785428297,30,1,28,1,300
1785428298,30,3,22,5,300
1785428299,30,0,30,0,300
1785428300,30,3,25,2,300
1785428301,30,1,27,2,300
1785428302,30,3,23,4,300
1785428304,30,6,18,6,300
1785428305,30,2,26,2,300
1785428306,30,1,28,1,300
1785428307,30,4,20,6,300
1785428308,30,3,24,3,300
1785428309,30,2,27,1,300
1785428310,30,2,26,2,300
1785428311,30,0,30,0,300
1785428312,30,0,27,3,300
1785428313,30,1,29,0,300
1785428314,30,3,23,4,300
1785428315,30,5,21,4,300
1785428317,30,0,29,1,300
1785428318,30,0,30,0,300
1785428319,30,0,30,0,300
1785428320,30,0,30,0,300
1785428321,30,0,26,4,300
1785428322,30,0,28,2,300
1785428323,30,2,26,2,300
1785428324,30,5,19,6,300
1785428325,30,1,27,2,300
1785428326,30,5,20,5,300
1785428327,30,3,24,3,300
1785428328,30,2,25,3,300
1785428330,30,0,30,0,300
1785428331,30,1,27,2,300
1785428332,30,0,29,1,300
1785428333,30,3,24,3,300
1785428334,30,2,26,2,300
1785428335,30,1,28,1,300
1785428336,30,0,30,0,300
1785428337,30,0,30,0,300
1785428338,30,0,30,0,300
1785428339,30,0,30,0,300
