epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785427999,16,0,16,0,300
1785428000,16,1,15,0,300
1785428001,16,0,16,0,300
1785428002,17,0,17,0,300
1785428003,18,0,17,1,300
1785428005,18,0,17,1,300
1785428006,19,1,14,4,300
1785428007,20,1,16,3,300
1785428008,23,2,19,2,300
1785428009,23,2,19,2,300
1785428010,23,2,19,2,300
1785428011,23,0,23,0,300
1785428012,23,0,23,0,300
1785428013,23,1,20,2,300
1785428014,23,4,16,3,300
1785428015,23,1,21,1,300
1785428016,23,0,21,2,300
1785428018,23,1,19,3,300
1785428019,23,3,17,3,300
1785428020,23,1,19,3,300
1785428021,23,1,20,2,300
1785428022,23,0,21,2,300
1785428023,23,5,12,6,300
1785428024,23,4,14,5,300
1785428025,23,1,21,1,300
1785428026,23,0,23,0,300
1785428027,23,3,17,3,300
1785428028,24,0,24,0,300
1785428029,25,4,17,4,300
1785428031,25,3,18,4,300
1785428032,25,4,17,4,300
1785428033,25,2,21,2,300
1785428034,25,2,20,3,300
1785428035,25,0,25,0,300
1785428036,25,2,21,2,300
1785428037,25,2,21,2,300
1785428038,25,0,25,0,300
1785428039,25,1,23,1,300
1785428040,25,3,19,3,300
1785428041,25,3,18,4,300
1785428042,25,1,22,2,300
1785428043,25,1,21,3,300
1785428045,25,0,25,0,300
1785428046,25,2,21,2,300
1785428047,25,2,21,2,300
1785428048,25,2,21,2,300
1785428049,25,0,20,5,300
1785428050,25,1,22,2,300
1785428051,25,2,19,4,300
1785428052,25,0,25,0,300
1785428053,25,3,19,3,300
1785428054,25,4,16,5,300
1785428055,25,1,24,0,300
1785428057,26,1,23,2,300
1785428058,27,1,25,1,300
1785428059,27,1,23,3,300
1785428060,27,3,18,6,300
1785428061,27,1,24,2,300
1785428062,27,2,23,2,300
1785428063,27,2,21,4,300
1785428064,27,0,27,0,300
1785428065,27,3,20,4,300
1785428066,27,1,24,2,300
1785428067,27,0,25,2,300
1785428068,27,2,22,3,300
1785428069,27,0,27,0,300
1785428071,27,1,24,2,300
1785428072,28,1,26,1,300
1785428073,28,0,28,0,300
1785428074,28,1,25,2,300
1785428075,28,1,26,1,300
1785428076,28,0,27,1,300
1785428077,28,1,26,1,300
1785428078,28,2,25,1,300
1785428079,28,0,28,0,300
1785428080,28,1,26,1,300
1785428081,29,1,26,2,300
1785428082,29,1,27,1,300
1785428084,29,3,24,2,300
1785428085,29,2,26,1,300
1785428086,29,4,21,4,300
1785428087,29,5,19,5,300
1785428088,29,1,28,0,300
1785428089,29,5,21,3,300
1785428090,29,1,26,2,300
1785428091,29,1,27,1,300
1785428092,29,2,23,4,300
1785428093,29,1,27,1,300
1785428094,29,1,27,1,300
