epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1777982097157155450,13.84,785.2,62156,8,0,451,0,393,0,004,1.42,120
1777982099185904301,2.05,785,62156,8,0,455,0,396,0,004,1.42,120
1777982101215845887,3.57,785.5,62156,8,0,463,0,403,0,004,1.42,120
1777982103244640544,1.68,785.1,62156,8,0,470,0,408,0,004,1.42,120
1777982105273950562,0.78,785,62156,8,0,472,0,411,0,004,1.42,120
1777982107303892158,6.87,785.6,62156,8,0,478,0,416,0,004,1.42,120
1777982109333446111,2.24,785.3,62156,8,0,483,0,421,0,004,1.43,120
1777982111364137196,1.53,785.2,62156,8,0,488,0,425,0,004,1.43,120
1777982113393671933,2.69,785.5,62156,8,0,492,0,429,0,004,1.43,120
1777982115422752343,1.03,785.3,62156,8,0,498,0,434,0,004,1.43,120
1777982117451976831,5.12,785.4,62156,8,0,502,0,438,0,004,1.43,120
1777982119480899937,3.21,785.9,62156,8,0,509,0,443,0,004,1.43,120
1777982121510744943,33.82,786.8,62156,8,0,513,0,447,0,004,1.43,120
1777982123540142184,1.44,786.6,62156,8,0,518,0,451,0,004,1.43,120
1777982125570156316,1.11,785.8,62156,8,0,524,0,457,0,004,1.43,120
1777982127599527949,4.17,786.2,62156,8,0,529,0,461,0,004,1.43,120
1777982129630497582,1.98,786.7,62156,8,0,536,0,467,0,004,1.43,120
1777982131659946219,1.75,786.4,62156,8,0,539,0,470,0,004,1.43,120
1777982133689303085,3.31,786.7,62156,8,0,545,0,475,0,004,1.43,120
1777982135718567578,0.91,786.7,62156,8,0,549,0,479,0,004,1.43,120
1777982137747936456,4.03,786.9,62156,8,0,554,0,482,0,004,1.43,120
1777982139777981274,1.27,786.7,62156,8,0,559,0,486,0,004,1.43,120
1777982141807210171,3.22,787.2,62156,8,0,562,0,490,0,004,1.45,120
1777982143836534315,1.41,787.6,62156,8,0,562,0,490,0,004,1.45,120
1777982145866143071,0.70,786.5,62156,8,0,562,0,490,0,004,1.45,120
1777982147894192026,3.65,787.5,62156,8,0,562,0,490,0,004,1.45,120
1777982149923275101,0.63,787.2,62156,8,0,562,0,490,0,004,1.45,120
1777982151952028822,1.06,786.9,62156,8,0,562,0,490,0,004,1.45,120
1777982153980637712,1.69,787.3,62156,8,0,562,0,491,0,004,1.45,120
17779821568953545,0.81,787,62156,8,0,562,0,491,0,004,1.45,120
177798215837544061,4.29,787.4,62156,8,0,562,0,491,0,004,1.45,120
