epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785428430254,2.36,2942.0,63508.5,111,119,370,2488.3,138
1785428433281,12.02,2942.0,63508.5,111,119,370,2488.3,139
1785428436288,15.83,2942.0,63508.5,111,120,370,2488.3,139
1785428439293,15.14,2942.0,63508.5,112,120,370,2488.3,138
1785428442299,47.17,2942.0,63508.5,112,120,370,2488.3,138
1785428445307,15.75,2942.0,63508.5,112,120,370,2498.6,137
1785428448311,18.19,2942.0,63508.5,112,120,370,2498.6,137
1785428451318,16.35,2942.0,63508.5,112,121,370,2498.6,137
1785428454323,17.97,2942.0,63508.5,112,121,370,2498.6,137
1785428457330,19.02,2942.0,63508.5,113,121,370,2498.6,137
1785428460335,143.31,2943.0,63508.5,113,121,370,2508.8,137
1785428463341,20.13,2942.0,63508.5,113,122,370,2508.8,137
1785428466348,22.84,2942.0,63508.5,113,122,370,2508.8,137
1785428469355,24.27,2942.0,63508.5,113,122,370,2508.8,137
1785428472361,23.19,2943.0,63508.5,114,122,370,2519.0,140
1785428475367,20.45,2943.0,63508.5,114,123,370,2519.0,140
1785428478374,18.64,2943.0,63508.5,114,123,370,2519.0,139
1785428481378,21.95,2943.0,63508.5,114,123,370,2519.0,139
1785428484384,20.69,2943.0,63508.5,115,123,370,2519.0,139
1785428487390,19.87,2943.0,63508.5,115,123,370,2529.3,139
1785428490396,20.11,2943.0,63508.5,115,124,370,2529.3,139
1785428493401,20.74,2943.0,63508.5,115,124,370,2529.3,139
1785428496408,145.15,2943.0,63508.5,115,124,370,2529.3,139
1785428499415,22.88,2943.0,63508.5,116,124,370,2539.5,139
1785428502420,24.05,2943.0,63508.5,116,125,370,2539.5,139
1785428505427,22.80,2943.0,63508.5,116,125,370,2539.5,139
1785428508432,22.67,2943.0,63508.5,116,125,370,2539.5,139
1785428511438,26.35,2943.0,63508.5,116,125,370,2539.5,139
1785428514444,22.32,2943.0,63508.5,117,126,370,2549.8,139
1785428517451,24.21,2944.0,63508.5,117,126,370,2549.8,139
1785428520456,147.27,2944.0,63508.5,117,126,370,2549.8,139
1785428523462,37.20,2944.0,63508.5,117,126,370,2549.8,139
1785428526468,27.45,2944.0,63508.5,117,126,370,2560.0,139
1785428529474,23.86,2944.0,63508.5,118,127,370,2560.0,139
