epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785428430253,7.47,124.3,63508.5,837,675,22.4,20172.8,22
1785428432278,11.88,128.4,63508.5,837,675,22.4,20172.8,22
1785428435285,20.65,138.3,63508.5,838,676,22.4,20172.8,22
1785428438291,25.98,149.5,63508.5,840,678,22.4,20275.2,23
1785428441297,18.27,163.1,63508.5,842,679,22.4,20275.2,27
1785428444302,27.29,167.3,63508.5,844,680,22.4,20275.2,28
1785428447309,22.10,167,63508.5,845,682,22.4,20275.2,28
1785428450316,30.41,168.6,63508.5,847,683,22.4,20377.6,29
1785428453321,22.97,170.5,63508.5,849,685,22.4,20377.6,29
1785428456328,22.46,169.9,63508.5,851,686,22.4,20377.6,29
1785428459332,21.58,170.6,63508.5,853,688,22.4,20480.0,29
1785428462338,23.96,171.9,63508.5,855,689,22.4,20480.0,30
1785428465346,28.34,172.7,63508.5,857,691,22.4,20480.0,30
1785428468351,19.76,175.2,63508.5,859,692,22.4,20582.4,31
1785428471358,24.28,175.8,63508.5,860,694,22.4,20582.4,31
1785428474364,22.97,177.9,63508.5,862,695,22.4,20684.8,32
1785428477370,20.53,178,63508.5,864,696,22.4,20684.8,32
1785428480375,25.56,178.4,63508.5,866,698,22.4,20684.8,32
1785428483381,20.17,178.8,63508.5,868,699,22.4,20684.8,32
1785428486387,23.76,178.4,63508.5,870,701,22.4,20787.2,32
1785428489393,22.40,178.5,63508.5,872,702,22.4,20787.2,32
1785428492400,22.52,178.5,63508.5,874,704,22.4,20787.2,32
1785428495404,22.01,179.7,63508.5,876,705,22.4,20889.6,32
1785428498412,21.55,179.1,63508.5,877,707,22.4,20889.6,32
1785428501418,21.51,181.2,63508.5,879,708,22.4,20889.6,32
1785428504425,24.30,182.3,63508.5,881,710,22.4,20992.0,32
1785428507430,24.05,182.3,63508.5,883,711,22.4,20992.0,32
1785428510436,26.05,182,63508.5,885,713,22.4,20992.0,32
1785428513442,22.04,184,63508.5,887,714,22.4,20992.0,33
1785428516448,24.73,184.2,63508.5,889,716,22.4,21094.4,33
1785428519453,22.50,184.3,63508.5,891,717,22.4,21094.4,33
1785428522458,19.70,184.9,63508.5,893,719,22.4,21196.8,33
1785428525465,27.46,185.2,63508.5,895,720,22.4,21196.8,33
1785428528471,24.47,184.8,63508.5,897,722,22.4,21196.8,33
1785428531477,21.38,185.1,63508.5,899,723,22.4,21299.2,33
1785428534483,19.41,186.6,63508.5,900,725,22.4,21299.2,34
1785428537489,22.11,185.2,63508.5,902,726,22.4,21299.2,33
1785428540495,23.77,185.4,63508.5,904,728,22.4,21401.6,33
1785428543502,24.89,185.5,63508.5,906,729,22.4,21401.6,33
1785428546509,27.66,186.4,63508.5,908,731,22.4,21401.6,33
1785428549515,23.43,186.4,63508.5,910,732,22.4,21401.6,33
1785428552521,22.08,186.9,63508.5,912,734,22.4,21504.0,33
1785428555527,22.99,186.7,63508.5,914,735,22.4,21504.0,33
1785428558532,20.34,187.5,63508.5,916,736,22.4,21504.0,33
1785428561539,20.70,188.3,63508.5,918,738,22.4,21606.4,39
1785428564545,24.23,186.6,63508.5,919,739,22.4,21606.4,33
1785428567551,23.19,187.4,63508.5,921,741,22.4,21606.4,33
1785428570558,21.77,187,63508.5,923,742,22.4,21606.4,33
1785428573562,22.29,187.7,63508.5,925,744,22.4,21708.8,33
1785428576568,27.11,187.3,63508.5,927,745,22.4,21708.8,33
1785428579574,22.43,187.6,63508.5,929,746,22.4,21811.2,33
