epoch_ms,utime_ticks,stime_ticks,rss_kb,vmsize_kb,threads,vmhwm_kb,smaps_rss_kb,cgroup_mem_kb
1777983032274473745,2093,87,1133220,22062192,60,1134220,1134220,31063328
1777983033315034886,2141,89,1153444,22195316,65,1154772,1154772,31451776
1777983034352431141,2145,89,1153572,22195316,64,1154948,1154948,31448728
1777983035391177255,2150,90,1153956,22195316,64,1155240,1155240,31446412
1777983036430616582,2159,90,1154340,22195316,64,1155764,1155764,30794932
1777983037469426425,2165,90,1154596,22195316,64,1156004,1156004,30800988
1777983038508773621,2181,91,1155620,22195316,64,1156836,1156868,30799972
1777983039552329000,2242,93,1178276,22528116,70,1181900,1185112,30869716
1777983040598726322,2297,95,1202724,22860916,75,1204008,1204008,30893072
1777983041638727558,2322,96,1205796,22860916,75,1207080,1207080,30915924
1777983042678966488,2341,97,1208356,22860916,75,1210008,1210008,30852172
1777983043719335921,2384,100,1216292,22860916,75,1217692,1217692,30869616
1777983044760123304,2411,100,1218468,22927476,75,1219988,1219988,30862904
1777983045802188923,2428,101,1219236,22927476,75,1220660,1220660,30912704
1777983046842094991,2437,102,1219748,22927476,75,1221116,1221116,30909516
1777983047883794947,2459,103,1220388,22927476,75,1221724,1221724,30931544
1777983048924835142,2473,104,1220900,22927476,75,1222136,1222140,30869564
1777983049964035123,2499,105,1221668,22927476,75,1222972,1223024,30875696
177798305110146863,2523,107,1222180,22927476,75,1223588,1223600,30868896
177798305275262164,2542,108,1223076,22994036,77,1224808,1225004,30906688
1777983053203462049,2565,109,1224356,22994036,77,1225484,1225484,30908716
1777983054271794604,2606,112,1226916,22994036,77,1228164,1228216,30923140
1777983055322066577,2621,112,1227300,22994036,77,1228736,1228736,30929000
1777983056362822912,2641,115,1228452,23127156,78,1229676,1229676,30886196
1777983057408321517,2647,115,1228836,23127156,78,1230008,1230008,30879084
1777983058449558730,2657,116,1229092,23127156,78,1230176,1230176,30889148
1777983059490636164,2674,116,1229220,23127156,78,1230600,1230600,30910568
1777983060532335750,2692,118,1229604,23127156,77,1230908,1230932,30927752
1777983061577760998,2701,118,1229732,23127156,77,1231088,1231088,30942800
1777983062617579473,2715,120,1230244,23127156,78,1231440,1231440,30956100
1777983063657713597,2736,121,1230628,23127156,78,1231920,1231932,31258088
1777983064698944268,2751,121,1231012,23127156,78,1232348,1232348,31248788
1777983065741677442,2762,122,1231140,23127156,78,1232492,1232656,31285936
1777983066790131011,2779,123,1231780,23127156,77,1232944,1232944,31289632
1777983067830185376,2799,124,1232164,23127156,77,1233184,1233188,31308820
1777983068870875689,2821,125,1232548,23127156,77,1233704,1233704,31315516
1777983069911291008,2826,126,1232548,23127156,77,1233776,1233776,31962084
1777983070954534504,2844,127,1232548,23127156,77,1233884,1233884,31955132
1777983071993783867,2861,128,1235364,23127156,77,1236920,1236920,31966568
177798307334482966,2873,129,1236004,23127156,77,1237320,1237320,31375056
177798307477935202,2893,130,1236260,23127156,77,1237472,1237472,31381260
1777983075116970856,2912,131,1237924,23127156,77,1239008,1239008,31403092
1777983076157182415,2922,132,1237924,23127156,77,1239076,1239084,31411040
1777983077198010143,2931,133,1238052,23127156,77,1239156,1239156,31413624
1777983078239041302,2950,134,1238564,23127156,77,1239788,1239804,31435048
1777983079279137355,2972,135,1239204,23127156,78,1240392,1240400,31365684
1777983080321371287,2978,136,1239332,23127156,78,1240580,1240584,31373252
1777983081362730047,2994,137,1239588,23127156,78,1240700,1240700,31400308
1777983082402217975,3014,138,1239716,23127156,78,1240836,1240836,31419108
1777983083442193483,3021,139,1239716,23127156,77,1240800,1240800,31425940
1777983084484525880,3034,140,1239716,23127156,77,1241060,1241060,31375696
1777983085526068813,3047,141,1239844,23127156,77,1241140,1241140,31368156
1777983086567673461,3056,141,1239844,23127156,78,1241260,1241260,31376924
1777983087609491598,3075,143,1240484,23127156,78,1241696,1241696,31405260
1777983088652900583,3093,143,1245348,23127156,78,1246708,1246712,31431544
1777983089693261661,3102,144,1245604,23127156,78,1246868,1246868,31434232
1777983090732134251,3109,144,1245988,23127156,77,1247136,1247144,31383792
1777983091773272018,3128,145,1246116,23127156,77,1247372,1247384,31377000
1777983092814587316,3136,146,1246116,23127156,77,1247444,1247444,31417168
1777983093854662240,3148,146,1246372,23127156,77,1247700,1247700,31424496
1777983094894332900,3160,147,1246500,23127156,77,1247876,1247876,31444152
1777983095933282363,3166,148,1246628,23127156,77,1248000,1248032,31376308
1777983096974255483,3203,150,1247012,23127156,78,1248484,1248492,31383088
177798309816146115,3218,151,1247396,23127156,78,1248652,1248652,31400012
177798309955679538,3250,153,1247780,23127156,78,1249112,1249112,31417008
177798310095326583,3260,154,1248036,23127156,78,1249192,1249192,31420112
1777983101134384870,3271,155,1248164,23127156,78,1249264,1249264,31655560
1777983102173133949,3292,157,1248932,23127156,78,1250184,1250200,31709500
1777983103214647137,3306,157,1249060,23127156,78,1250424,1250424,31715112
1777983104256106695,3320,158,1249188,23127156,78,1250492,1250492,31752528
