epoch_ms,utime_ticks,stime_ticks,rss_kb,vmsize_kb,threads,vmhwm_kb,smaps_rss_kb,cgroup_mem_kb
1780824784971757136,1159,408,158928,3357460,24,159096,159100,141864
17808247863488837,1231,433,162896,3357460,24,163012,163012,146116
178082478729592792,1279,473,163024,3357460,24,163212,163212,146248
178082478855173117,1335,507,163152,3357460,24,163268,163268,145656
1780824789114076661,1381,549,163152,3357460,24,163276,163276,146260
1780824790141364129,1426,592,163152,3357460,24,163276,163276,146024
1780824791168612424,1473,633,163152,3357460,24,163284,163284,146704
1780824792215207356,1520,674,163152,3357460,24,163284,163284,147104
1780824793242539067,1567,715,163152,3357460,24,163292,163292,146576
1780824794309064206,1612,761,163152,3357460,24,163308,163308,146376
1780824795335645294,1655,805,163152,3357460,24,163308,163308,146188
1780824796362791858,1700,848,163152,3357460,24,163308,163308,146024
1780824797415834780,1744,892,163152,3357460,24,163308,163308,146356
1780824798443330568,1788,936,163152,3357460,24,163308,163308,146340
1780824799506635304,1834,979,163152,3357460,23,163248,163248,145956
1780824800538124341,1876,1025,163152,3357460,23,163248,163248,146232
1780824801567276888,1919,1069,163152,3357460,23,163248,163248,146372
1780824802615999299,1965,1112,163152,3357460,23,163248,163248,146452
1780824803645364944,2009,1155,163152,3357460,23,163248,163248,146584
1780824804709125292,2053,1201,163152,3357460,23,163248,163248,146852
1780824805738185246,2095,1247,163152,3357460,23,163248,163248,146668
1780824806808554285,2140,1292,163152,3357460,23,163248,163248,146272
1780824807835744722,2181,1338,163152,3357460,23,163248,163248,146040
1780824808864486150,2226,1381,163152,3357460,23,163248,163248,146328
1780824809918283442,2272,1423,163152,3357460,23,163248,163248,146868
1780824810947121020,2315,1467,163152,3357460,23,163248,163248,146404
178082481214303198,2361,1510,163152,3357460,23,163248,163248,145992
178082481344641543,2405,1554,163152,3357460,23,163252,163252,146648
1780824814106875736,2450,1598,163152,3357460,23,163252,163252,146848
