rep,target_app,run_dir,runner_status,k6_exit_code,result_json_present
1,exeris-community-app,/d/exeris-benchmarks/results/raw/e2e-shop-order-saga/20260422T181428Z-campaign/exeris-community-app-rep-1,failed,1,false
