epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785428976,28,0,27,1,300
1785428977,28,1,26,1,300
1785428978,28,2,21,5,300
1785428979,28,1,24,3,300
1785428980,28,3,23,2,300
1785428981,28,0,27,1,300
1785428982,28,1,24,3,300
1785428983,28,1,26,1,300
1785428984,28,1,25,2,300
1785428985,28,2,23,3,300
1785428986,28,0,27,1,300
1785428987,28,3,22,3,300
1785428989,28,1,27,0,300
1785428990,28,1,27,0,300
1785428991,28,1,26,1,300
1785428992,28,1,26,1,300
1785428993,28,1,24,3,300
1785428994,28,2,24,2,300
1785428995,28,1,25,2,300
1785428996,28,1,25,2,300
1785428997,28,1,25,2,300
1785428998,28,1,25,2,300
1785428999,28,0,27,1,300
1785429000,28,0,27,1,300
1785429002,28,3,20,5,300
1785429003,28,0,26,2,300
1785429004,28,1,25,2,300
1785429005,28,1,23,4,300
1785429006,28,2,23,3,300
1785429007,28,2,24,2,300
1785429008,28,0,26,2,300
1785429009,28,2,24,2,300
1785429010,28,0,27,1,300
1785429011,28,0,28,0,300
1785429012,28,1,22,5,300
1785429013,28,1,24,3,300
1785429015,28,0,27,1,300
1785429016,28,1,23,4,300
1785429017,28,0,28,0,300
1785429018,28,2,24,2,300
1785429019,28,1,27,0,300
1785429020,28,4,20,4,300
1785429021,28,1,25,2,300
1785429022,28,2,23,3,300
1785429023,28,5,17,6,300
1785429024,28,3,23,2,300
1785429025,28,0,28,0,300
1785429026,28,4,20,4,300
1785429028,28,0,28,0,300
1785429029,28,3,22,3,300
1785429030,28,0,28,0,300
1785429031,28,3,22,3,300
1785429032,28,1,25,2,300
1785429033,28,5,18,5,300
1785429034,29,2,25,2,300
1785429035,29,1,22,6,300
1785429036,29,1,26,2,300
1785429037,29,3,23,3,300
1785429038,29,0,28,1,300
1785429039,29,0,27,2,300
1785429041,29,1,24,4,300
1785429042,29,1,25,3,300
1785429043,29,1,27,1,300
1785429044,29,0,29,0,300
1785429045,29,2,24,3,300
1785429046,29,3,23,3,300
1785429047,29,2,24,3,300
1785429048,29,1,27,1,300
1785429049,29,0,27,2,300
1785429050,29,1,27,1,300
1785429051,29,3,23,3,300
1785429052,29,1,27,1,300
1785429054,29,1,25,3,300
1785429055,29,1,27,1,300
1785429056,29,1,27,1,300
1785429057,29,3,22,4,300
1785429058,29,1,27,1,300
1785429059,29,0,29,0,300
1785429060,29,1,27,1,300
1785429061,29,1,27,1,300
1785429062,29,0,29,0,300
1785429063,29,2,25,2,300
1785429064,29,1,25,3,300
1785429065,29,1,25,3,300
1785429067,29,2,24,3,300
1785429068,29,2,24,3,300
1785429069,29,1,27,1,300
1785429070,29,5,17,7,300
1785429071,29,3,23,3,300
1785429072,29,2,25,2,300
1785429073,29,4,21,4,300
1785429074,29,0,29,0,300
1785429075,29,3,23,3,300
1785429076,29,2,25,2,300
1785429077,29,2,24,3,300
1785429079,29,1,27,1,300
1785429080,29,4,22,3,300
1785429081,29,5,16,8,300
1785429082,29,1,26,2,300
1785429083,29,0,29,0,300
1785429084,29,0,28,1,300
1785429085,29,1,26,2,300
1785429086,29,5,17,7,300
1785429087,29,1,28,0,300
1785429088,29,3,23,3,300
1785429089,29,1,25,3,300
1785429090,29,1,27,1,300
1785429092,29,2,22,5,300
1785429093,29,1,23,5,300
1785429094,29,0,29,0,300
1785429095,29,2,25,2,300
1785429096,29,3,24,2,300
1785429097,29,2,25,2,300
1785429098,29,1,27,1,300
1785429099,29,1,24,4,300
1785429100,29,0,27,2,300
1785429101,29,4,21,4,300
1785429102,29,2,24,3,300
1785429103,29,0,29,0,300
1785429105,29,3,21,5,300
1785429106,29,1,27,1,300
1785429107,31,2,27,2,300
1785429108,31,1,26,4,300
1785429109,31,1,29,1,300
1785429110,31,2,25,4,300
1785429111,31,2,28,1,300
1785429112,31,2,27,2,300
1785429113,31,3,24,4,300
1785429114,31,0,31,0,300
1785429115,31,2,25,4,300
1785429116,31,2,25,4,300
1785429118,31,1,29,1,300
1785429119,31,0,28,3,300
1785429120,31,3,25,3,300
1785429121,31,1,29,1,300
1785429122,31,2,27,2,300
1785429123,31,1,29,1,300
1785429124,31,1,28,2,300
1785429125,31,1,27,3,300
1785429126,31,1,26,4,300
1785429127,31,1,28,2,300
1785429128,31,2,25,4,300
1785429129,31,1,28,2,300
1785429131,31,0,29,2,300
1785429132,31,0,30,1,300
1785429133,31,4,23,4,300
1785429134,31,2,27,2,300
1785429135,31,5,21,5,300
1785429136,31,1,29,1,300
1785429137,31,5,18,8,300
1785429138,31,4,21,6,300
1785429139,31,1,29,1,300
1785429140,31,2,26,3,300
1785429141,31,0,30,1,300
1785429142,31,0,29,2,300
1785429144,31,5,20,6,300
1785429145,32,0,32,0,300
1785429146,32,1,30,1,300
1785429147,32,1,29,2,300
1785429148,32,2,28,2,300
1785429149,32,2,28,2,300
1785429150,32,0,32,0,300
1785429151,32,2,27,3,300
1785429152,32,3,27,2,300
1785429153,32,1,29,2,300
1785429154,32,1,29,2,300
1785429155,32,2,27,3,300
1785429157,32,1,30,1,300
1785429158,32,1,29,2,300
1785429159,32,0,29,3,300
1785429160,32,0,31,1,300
1785429161,32,0,29,3,300
1785429162,32,2,28,2,300
1785429163,32,1,29,2,300
1785429164,32,1,30,1,300
1785429165,32,0,29,3,300
1785429166,32,1,29,2,300
1785429167,32,1,27,4,300
1785429168,32,2,28,2,300
1785429170,32,1,30,1,300
1785429171,32,1,30,1,300
1785429172,32,2,27,3,300
1785429173,32,2,27,3,300
1785429174,32,2,28,2,300
1785429175,32,0,30,2,300
1785429176,32,3,24,5,300
1785429177,32,3,26,3,300
1785429178,32,3,26,3,300
1785429179,32,0,31,1,300
1785429180,32,2,29,1,300
1785429181,32,1,29,2,300
1785429183,32,0,31,1,300
1785429184,32,2,27,3,300
1785429185,32,4,24,4,300
1785429186,32,3,26,3,300
1785429187,32,0,31,1,300
1785429188,32,2,28,2,300
1785429189,32,1,29,2,300
1785429190,32,5,23,4,300
1785429191,32,1,28,3,300
1785429192,32,0,32,0,300
1785429193,32,0,32,0,300
1785429194,32,0,32,0,300
1785429196,32,0,32,0,300
1785429197,32,0,32,0,300
