epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785430164080,3.70,852.9,63508.5,0.003,0.002,0,4.36,133
1785430167110,9.68,859.2,63508.5,0.004,0.003,0,4.52,137
1785430170119,23.42,861.9,63508.5,0.058,0.056,0,4.52,135
1785430173127,19.22,865.1,63508.5,0.183,0.181,0,4.58,136
1785430176135,10.59,866.8,63508.5,0.291,0.289,0,4.58,136
1785430179142,19.46,872.6,63508.5,0.414,0.412,0,4.58,133
1785430182151,27.21,884.6,63508.5,0.530,0.527,0,4.61,136
1785430185158,12.36,875.5,63508.5,0.642,0.640,0,4.61,137
1785430188166,27.68,880,63508.5,0.776,0.774,0,4.61,133
1785430191174,10.68,880.4,63508.5,0.883,0.880,0,4.61,134
1785430194182,8.27,880.6,63508.5,1.04,1.04,0,4.66,133
1785430197190,13.68,881.1,63508.5,1.16,1.16,0,4.66,136
1785430200199,6.67,882.7,63508.5,1.29,1.29,0,4.66,130
1785430203206,5.15,883,63508.5,1.43,1.42,0,4.66,128
1785430206214,19.29,883.2,63508.5,1.55,1.55,0,4.66,128
1785430209221,3.46,883.4,63508.5,1.67,1.67,0,4.66,128
1785430212228,19.52,885.4,63508.5,1.81,1.8,0,4.66,129
1785430215236,6.62,885.8,63508.5,1.93,1.93,0,4.66,128
1785430218244,3.72,886.2,63508.5,2.05,2.05,0,4.66,127
1785430221251,11.34,886.7,63508.5,2.18,2.17,0,4.66,127
1785430224261,27.22,898.1,63508.5,2.3,2.3,0,4.7,127
1785430227268,8.41,898.6,63508.5,2.43,2.43,0,4.7,129
1785430230277,10.11,888.8,63508.5,2.56,2.56,0,4.7,127
1785430233284,3.89,889.6,63508.5,2.68,2.68,0,4.7,127
1785430236292,5.12,894,63508.5,2.82,2.82,0,4.7,127
1785430239300,4.68,894,63508.5,2.94,2.94,0,4.7,128
1785430242307,9.54,894,63508.5,3.07,3.07,0,4.7,127
1785430245314,3.54,894.1,63508.5,3.2,3.19,0,4.7,128
1785430248321,3.61,894.2,63508.5,3.32,3.32,0,4.7,129
1785430251329,2.27,894.1,63508.5,3.44,3.44,0,4.7,127
1785430254337,2.77,894.1,63508.5,3.59,3.59,0,4.75,127
1785430257344,7.15,894.2,63508.5,3.71,3.7,0,4.75,127
1785430260351,3.54,894.3,63508.5,3.83,3.83,0,4.75,128
1785430263360,2.13,894.3,63508.5,3.97,3.96,0,4.75,128
1785430266367,2.28,894.4,63508.5,4.09,4.08,0,4.75,129
1785430269374,1.98,894.4,63508.5,4.21,4.21,0,4.75,129
1785430272382,17.13,894.6,63508.5,4.34,4.34,0,4.75,129
1785430275390,7.20,894.5,63508.5,4.46,4.46,0,4.75,127
1785430278400,2.98,902.2,63508.5,4.6,4.6,0,4.75,127
1785430281407,2.67,894.8,63508.5,4.72,4.72,0,4.75,127
1785430284415,2.99,901.6,63508.5,4.84,4.84,0,4.8,127
1785430287422,8.38,901.8,63508.5,4.97,4.97,0,4.8,129
