epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785431031,16,0,16,0,300
1785431033,16,0,16,0,300
1785431034,16,0,16,0,300
1785431035,18,0,18,0,300
1785431036,19,0,19,0,300
1785431037,19,0,19,0,300
1785431038,21,1,20,0,300
1785431039,23,1,22,0,300
1785431040,23,1,22,0,300
1785431041,23,3,20,0,300
1785431042,24,0,24,0,300
1785431043,24,0,24,0,300
1785431045,24,0,24,0,300
1785431046,24,3,21,0,300
1785431047,24,2,22,0,300
1785431048,24,3,21,0,300
1785431049,24,0,24,0,300
1785431050,25,3,22,0,300
1785431051,25,3,22,0,300
1785431052,25,3,22,0,300
1785431053,25,3,22,0,300
1785431054,25,2,23,0,300
1785431055,25,2,23,0,300
1785431056,25,2,23,0,300
1785431058,25,1,24,0,300
1785431059,25,1,24,0,300
1785431060,25,2,23,0,300
1785431061,26,0,26,0,300
1785431062,26,2,24,0,300
1785431063,26,2,24,0,300
1785431064,26,2,24,0,300
1785431065,26,3,23,0,300
1785431066,26,2,24,0,300
1785431067,26,2,24,0,300
1785431068,26,2,24,0,300
1785431070,26,4,22,0,300
1785431071,26,3,23,0,300
1785431072,26,2,24,0,300
1785431073,26,1,25,0,300
1785431074,26,4,22,0,300
1785431075,26,5,21,0,300
1785431076,26,2,24,0,300
1785431077,26,2,24,0,300
1785431078,26,2,24,0,300
1785431079,26,2,24,0,300
1785431080,26,7,19,0,300
1785431081,26,3,23,0,300
1785431083,26,3,23,0,300
1785431084,26,2,24,0,300
1785431085,26,2,24,0,300
1785431086,26,2,24,0,300
1785431087,26,1,25,0,300
1785431088,26,4,22,0,300
1785431089,26,0,26,0,300
1785431090,26,1,25,0,300
1785431091,26,2,24,0,300
1785431092,26,3,23,0,300
1785431093,26,2,24,0,300
1785431094,26,2,24,0,300
1785431096,26,2,24,0,300
1785431097,26,1,25,0,300
1785431098,26,4,22,0,300
1785431099,26,4,22,0,300
1785431100,26,3,23,0,300
1785431101,26,0,26,0,300
1785431102,26,1,25,0,300
1785431103,26,3,23,0,300
1785431104,26,1,25,0,300
1785431105,26,5,21,0,300
1785431106,26,5,21,0,300
1785431107,26,0,26,0,300
1785431109,26,5,21,0,300
1785431110,26,1,25,0,300
1785431111,26,4,22,0,300
1785431112,26,0,26,0,300
1785431113,26,0,26,0,300
1785431114,26,3,23,0,300
1785431115,26,2,24,0,300
1785431116,26,1,25,0,300
1785431117,26,6,20,0,300
1785431118,26,3,23,0,300
1785431119,26,5,21,0,300
1785431120,26,5,21,0,300
1785431122,26,1,25,0,300
1785431123,26,2,24,0,300
1785431124,26,0,26,0,300
1785431125,26,1,25,0,300
1785431126,26,1,25,0,300
1785431127,26,1,25,0,300
1785431128,26,2,24,0,300
1785431129,26,2,24,0,300
1785431130,26,3,23,0,300
1785431131,26,2,24,0,300
1785431132,26,0,26,0,300
1785431133,26,2,24,0,300
1785431135,26,1,25,0,300
1785431136,26,2,24,0,300
1785431137,26,5,21,0,300
1785431138,26,5,21,0,300
1785431139,26,2,24,0,300
1785431140,26,0,26,0,300
1785431141,26,3,23,0,300
1785431142,26,1,25,0,300
1785431143,26,2,24,0,300
1785431144,26,4,22,0,300
1785431145,26,0,26,0,300
1785431147,26,3,23,0,300
1785431148,26,2,24,0,300
1785431149,26,1,25,0,300
1785431150,26,3,23,0,300
1785431151,26,3,23,0,300
1785431152,26,1,25,0,300
1785431153,26,2,24,0,300
1785431154,26,1,25,0,300
1785431155,26,1,25,0,300
1785431156,26,1,25,0,300
1785431157,26,0,26,0,300
1785431158,26,0,26,0,300
1785431160,26,3,23,0,300
1785431161,26,1,25,0,300
1785431162,26,0,26,0,300
1785431163,26,4,22,0,300
1785431164,27,2,25,0,300
1785431165,27,1,26,0,300
1785431166,27,3,24,0,300
1785431167,27,1,26,0,300
1785431168,27,5,22,0,300
1785431169,27,3,24,0,300
1785431170,27,2,25,0,300
1785431171,27,0,27,0,300
1785431173,27,3,24,0,300
1785431174,27,2,25,0,300
1785431175,27,1,26,0,300
1785431176,27,2,25,0,300
1785431177,27,2,25,0,300
1785431178,27,0,27,0,300
1785431179,27,1,26,0,300
1785431180,27,3,24,0,300
1785431181,27,2,25,0,300
1785431182,27,1,26,0,300
1785431183,27,0,27,0,300
1785431184,27,3,24,0,300
1785431186,27,1,26,0,300
1785431187,27,2,25,0,300
1785431188,27,3,24,0,300
1785431189,27,0,27,0,300
1785431190,27,2,25,0,300
1785431191,27,4,23,0,300
1785431192,27,2,25,0,300
1785431193,27,2,25,0,300
1785431194,27,1,26,0,300
1785431195,27,2,25,0,300
1785431196,27,2,25,0,300
1785431197,27,6,21,0,300
1785431199,27,0,27,0,300
1785431200,27,2,25,0,300
1785431201,27,4,23,0,300
1785431202,27,2,25,0,300
1785431203,27,0,27,0,300
1785431204,27,3,24,0,300
1785431205,27,4,23,0,300
1785431206,27,4,23,0,300
1785431207,27,3,24,0,300
1785431208,27,1,26,0,300
1785431209,27,1,26,0,300
