epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785431210,27,0,27,0,300
1785431212,27,0,27,0,300
1785431213,27,4,23,0,300
1785431214,27,2,25,0,300
1785431215,27,3,24,0,300
1785431216,27,3,24,0,300
1785431217,27,3,24,0,300
1785431218,27,4,23,0,300
1785431219,27,2,25,0,300
1785431220,27,0,27,0,300
1785431221,27,3,24,0,300
1785431222,27,0,27,0,300
1785431223,27,0,27,0,300
1785431225,27,2,25,0,300
1785431226,27,2,25,0,300
1785431227,27,1,26,0,300
1785431228,27,1,25,1,300
1785431229,27,2,25,0,300
1785431230,27,1,26,0,300
1785431231,27,2,25,0,300
1785431232,27,1,26,0,300
1785431233,27,1,26,0,300
1785431234,27,2,25,0,300
1785431235,27,2,25,0,300
1785431236,27,2,25,0,300
1785431238,27,0,27,0,300
1785431239,27,2,25,0,300
1785431240,27,0,27,0,300
1785431241,27,2,25,0,300
1785431242,27,1,26,0,300
1785431243,27,1,26,0,300
1785431244,27,1,26,0,300
1785431245,27,2,25,0,300
1785431246,27,1,26,0,300
1785431247,27,3,24,0,300
1785431248,27,1,26,0,300
1785431249,27,0,27,0,300
1785431251,27,2,25,0,300
1785431252,27,0,27,0,300
1785431253,27,2,25,0,300
1785431254,27,2,25,0,300
1785431255,27,3,24,0,300
1785431256,27,2,25,0,300
1785431257,27,2,25,0,300
1785431258,27,2,25,0,300
1785431259,27,0,27,0,300
1785431260,27,1,26,0,300
1785431261,27,1,26,0,300
1785431262,27,2,25,0,300
1785431264,27,2,25,0,300
1785431265,27,3,24,0,300
1785431266,27,2,25,0,300
1785431267,27,1,26,0,300
1785431268,27,2,25,0,300
1785431269,27,1,26,0,300
1785431270,27,2,25,0,300
1785431271,27,3,24,0,300
1785431272,27,2,25,0,300
1785431273,27,4,23,0,300
1785431274,27,2,25,0,300
1785431275,27,2,25,0,300
1785431277,27,1,26,0,300
1785431278,27,3,24,0,300
1785431279,27,4,23,0,300
1785431280,27,1,26,0,300
1785431281,27,5,22,0,300
1785431282,27,0,27,0,300
1785431283,27,3,24,0,300
1785431284,27,0,27,0,300
1785431285,27,2,25,0,300
1785431286,27,1,26,0,300
1785431287,27,2,25,0,300
1785431288,27,1,26,0,300
1785431290,27,2,25,0,300
1785431291,27,2,25,0,300
1785431292,27,1,26,0,300
1785431293,27,1,26,0,300
1785431294,27,1,26,0,300
1785431295,27,3,24,0,300
1785431296,27,3,24,0,300
1785431297,27,9,18,0,300
1785431298,27,5,22,0,300
1785431299,27,0,27,0,300
1785431300,27,0,27,0,300
1785431301,27,3,24,0,300
1785431303,27,0,27,0,300
1785431304,27,4,23,0,300
1785431305,27,2,25,0,300
1785431306,27,3,24,0,300
1785431307,27,2,25,0,300
1785431308,27,2,25,0,300
1785431309,27,1,26,0,300
1785431310,27,3,24,0,300
1785431311,27,0,27,0,300
1785431312,27,2,25,0,300
1785431313,27,3,24,0,300
1785431314,27,7,20,0,300
1785431316,27,0,27,0,300
1785431317,27,2,24,1,300
1785431318,27,0,27,0,300
1785431319,27,3,24,0,300
1785431320,27,2,25,0,300
1785431321,27,1,26,0,300
1785431322,27,4,23,0,300
1785431323,27,2,25,0,300
1785431324,27,1,26,0,300
1785431325,27,0,27,0,300
1785431326,27,1,26,0,300
1785431327,27,4,23,0,300
1785431329,27,4,23,0,300
1785431330,27,1,26,0,300
1785431331,27,0,27,0,300
1785431332,27,0,27,0,300
1785431333,27,3,24,0,300
1785431334,27,1,26,0,300
1785431335,27,1,26,0,300
1785431336,27,1,26,0,300
1785431337,27,1,26,0,300
1785431338,27,4,23,0,300
1785431339,27,1,26,0,300
1785431341,27,2,25,0,300
1785431342,27,1,26,0,300
1785431343,27,4,23,0,300
1785431344,27,3,24,0,300
1785431345,27,3,24,0,300
1785431346,27,4,23,0,300
1785431347,27,1,26,0,300
1785431348,27,2,25,0,300
1785431349,27,2,25,0,300
1785431350,27,1,26,0,300
1785431351,27,0,27,0,300
1785431352,27,1,26,0,300
1785431354,27,1,26,0,300
1785431355,27,6,21,0,300
1785431356,27,1,26,0,300
1785431357,27,0,27,0,300
1785431358,27,2,25,0,300
1785431359,27,3,24,0,300
1785431360,27,0,27,0,300
1785431361,27,2,25,0,300
1785431362,27,2,25,0,300
1785431363,27,2,25,0,300
1785431364,27,0,27,0,300
1785431365,27,0,27,0,300
1785431367,27,1,26,0,300
1785431368,27,0,27,0,300
1785431369,27,0,27,0,300
1785431370,27,0,27,0,300
1785431371,27,0,27,0,300
