epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785431033910,5.93,874,63508.5,0.015,0.005,0.016,4.77,167
1785431036942,4.70,876.5,63508.5,0.019,0.007,0.016,4.77,167
1785431039951,184.88,958.9,63508.5,0.544,2.73,0.016,5.65,178
1785431042958,92.42,978.5,63508.5,1.75,8.85,0.016,7.64,179
1785431045966,92.02,991.4,63508.5,2.77,14.1,0.016,9.39,179
1785431048974,40.77,1001,63508.5,3.86,19.8,0.016,10.9,178
1785431051983,51.27,1013,63508.5,4.98,25.5,0.016,13.2,176
1785431054992,64.34,1022,63508.5,6.16,31.6,0.016,15.1,177
1785431058000,22.65,1025.0,63508.5,7.3,37.4,0.016,17,175
1785431061007,58.89,1026.0,63508.5,8.42,43.1,0.016,18.8,177
1785431064016,21.32,1028.1,63508.5,9.62,49.3,0.016,20.9,176
1785431067024,31.96,1049.6,63508.5,10.8,55.4,0.016,23.3,172
1785431070031,30.03,1050.6,63508.5,11.9,60.9,0.016,25.7,170
1785431073039,16.85,1051.6,63508.5,13.1,67.2,0.016,27.5,171
1785431076047,20.36,1052.7,63508.5,14.2,73.1,0.016,29.6,170
1785431079056,17.75,1054.7,63508.5,15.3,78.8,0.016,31.5,171
1785431082064,12.52,1054.7,63508.5,16.5,84.9,0.016,33.6,171
1785431085072,22.72,1055.7,63508.5,17.7,91.1,0.016,35.6,164
1785431088080,44.61,1059.8,63508.5,18.8,96.8,0.016,37.9,164
1785431091088,15.22,1060.9,63508.5,20,103,0.016,39.9,164
1785431094097,19.81,1061.9,63508.5,21.2,109,0.016,41.8,163
1785431097103,13.36,1061.9,63508.5,22.3,115,0.016,44.2,165
1785431100112,19.34,1062.9,63508.5,23.5,121,0.016,46.3,162
1785431103120,16.42,1063.9,63508.5,24.7,127,0.016,48.6,162
1785431106128,16.34,1063.9,63508.5,25.8,133,0.016,50.5,163
1785431109137,22.80,1065.0,63508.5,27,139,0.016,52.5,162
1785431112146,13.81,1066.0,63508.5,28.1,145,0.016,54.9,162
1785431115153,23.42,1066.0,63508.5,29.3,151,0.016,56.8,164
1785431118161,16.66,1067.0,63508.5,30.4,157,0.016,59,163
1785431121170,13.54,1068.0,63508.5,31.7,163,0.016,61.5,165
1785431124177,14.27,1069.1,63508.5,32.8,169,0.016,63.2,162
1785431127186,15.42,1069.1,63508.5,34,175,0.016,65.6,162
1785431130193,18.91,1071.1,63508.5,35.1,181,0.016,67.4,163
1785431133200,16.63,1071.1,63508.5,36.3,187,0.016,69.7,163
1785431136208,14.72,1072.1,63508.5,37.4,193,0.016,71.6,162
1785431139215,14.00,1073.2,63508.5,38.6,199,0.016,73.6,162
1785431142223,12.00,1074.2,63508.5,39.7,205,0.016,75.5,162
1785431145231,21.98,1075.2,63508.5,40.9,211,0.016,77.5,162
1785431148238,18.43,1077.2,63508.5,42.2,218,0.016,80.1,165
1785431151247,20.23,1078.3,63508.5,43.2,223,0.016,81.8,165
1785431154255,12.67,1078.3,63508.5,44.4,229,0.016,84.1,165
1785431157262,14.02,1079.3,63508.5,45.6,236,0.016,86.5,164
1785431160270,18.69,1080.3,63508.5,46.7,241,0.016,88.3,161
1785431163277,18.18,1081.3,63508.5,47.9,247,0.016,90.6,161
1785431166284,14.18,1082.4,63508.5,49,253,0.016,92.5,161
1785431169293,13.07,1083.4,63508.5,50,258,0.016,94.5,161
1785431172300,15.96,1084.4,63508.5,51.3,265,0.016,97.1,161
1785431175307,19.93,1085.4,63508.5,52.3,271,0.016,98.8,163
1785431178316,25.52,1085.4,63508.5,53.5,277,0.016,101,161
1785431181323,15.73,1086.5,63508.5,54.7,283,0.016,103,162
1785431184330,15.01,1087.5,63508.5,55.9,289,0.016,105,161
1785431187338,12.29,1088.5,63508.5,57,295,0.016,107,161
1785431190346,21.56,1089.5,63508.5,58.2,301,0.016,109,161
1785431193354,21.65,1090.6,63508.5,59.4,307,0.016,111,162
1785431196361,37.35,1090.6,63508.5,60.5,313,0.016,113,163
1785431199369,15.16,1091.6,63508.5,61.7,319,0.016,115,162
1785431202378,19.60,1092.6,63508.5,62.8,325,0.016,117,162
1785431205384,17.59,1093.6,63508.5,64,331,0.016,120,162
1785431208392,17.92,1094.7,63508.5,65.3,338,0.016,123,162
1785431211398,16.22,1094.7,63508.5,66.4,344,0.016,124,164
1785431214405,19.27,1095.7,63508.5,67.5,350,0.016,126,163
1785431217412,13.43,1096.7,63508.5,68.7,356,0.016,128,162
1785431220420,10.80,1097.7,63508.5,69.8,362,0.016,131,162
1785431223428,14.89,1098.8,63508.5,71.1,368,0.016,133,162
1785431226435,18.82,1098.8,63508.5,72.2,374,0.016,135,162
1785431229443,13.84,1099.8,63508.5,73.3,380,0.016,137,162
1785431232451,17.24,1100.8,63508.5,74.6,387,0.016,139,165
1785431235459,15.13,1100.8,63508.5,75.7,392,0.016,141,162
1785431238467,26.82,1101.8,63508.5,76.9,399,0.016,143,163
1785431241475,18.45,1102.8,63508.5,78.1,405,0.016,146,162
1785431244482,14.30,1102.8,63508.5,79.2,411,0.016,148,162
1785431247491,16.34,1103.9,63508.5,80.5,417,0.016,150,163
1785431250499,19.14,1104.9,63508.5,81.5,423,0.016,152,162
1785431253507,11.89,1105.9,63508.5,82.8,429,0.016,154,162
1785431256516,22.01,1106.9,63508.5,83.9,435,0.016,156,162
1785431259524,13.59,1106.9,63508.5,85.1,442,0.016,159,162
1785431262531,15.05,1108.0,63508.5,86.3,448,0.016,161,162
1785431265538,15.49,1108.0,63508.5,87.5,454,0.016,163,162
1785431268547,14.30,1109.0,63508.5,88.6,460,0.016,165,162
1785431271553,18.53,1110.0,63508.5,89.7,466,0.016,167,162
1785431274562,14.32,1111.0,63508.5,91,472,0.016,170,162
1785431277570,14.27,1112.1,63508.5,92.1,478,0.016,171,164
1785431280577,12.61,1112.1,63508.5,93.2,484,0.016,173,162
1785431283586,15.60,1113.1,63508.5,94.4,490,0.016,175,162
1785431286593,16.79,1113.1,63508.5,95.7,497,0.016,178,162
1785431289600,15.77,1114.1,63508.5,96.8,502,0.016,179,162
1785431292608,15.80,1116.2,63508.5,98,509,0.016,182,165
1785431295616,18.21,1116.2,63508.5,99.1,515,0.016,184,165
1785431298623,12.15,1117.2,63508.5,100,521,0.016,186,162
1785431301630,20.04,1118.2,63508.5,102,527,0.016,188,162
1785431304637,12.50,1119.2,63508.5,103,533,0.016,190,162
1785431307645,17.78,1120.3,63508.5,104,540,0.016,192,162
1785431310653,18.78,1120.3,63508.5,105,546,0.016,195,162
1785431313660,23.37,1121.3,63508.5,106,552,0.016,197,162
1785431316668,21.84,1122.3,63508.5,107,558,0.016,199,163
