epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785431033909,10.60,124.4,63508.5,1536.0,1249.3,22.4,42086.4,22
1785431035939,9.28,130.6,63508.5,1536.0,1249.3,22.4,42086.4,25
1785431038947,26.74,143.1,63508.5,1536.0,1249.3,22.4,42086.4,29
1785431041956,19.98,143.7,63508.5,1536.0,1249.3,22.4,42188.8,29
1785431044962,12.38,147.9,63508.5,1536.0,1249.3,22.4,42188.8,30
1785431047970,19.51,148.7,63508.5,1536.0,1249.3,22.4,42188.8,30
1785431050978,19.43,150.2,63508.5,1536.0,1249.3,22.4,42291.2,31
1785431053987,23.07,150.5,63508.5,1536.0,1249.3,22.4,42291.2,31
1785431056995,16.64,150.9,63508.5,1536.0,1249.3,22.4,42291.2,31
1785431060003,16.56,151.6,63508.5,1536.0,1249.3,22.4,42393.6,32
1785431063012,17.65,152.6,63508.5,1536.0,1249.3,22.4,42393.6,32
1785431066020,15.47,152.7,63508.5,1536.0,1249.3,22.4,42393.6,32
1785431069028,20.88,152.8,63508.5,1536.0,1249.3,22.4,42496.0,32
1785431072036,14.87,153.2,63508.5,1536.0,1249.3,22.4,42496.0,32
1785431075043,17.07,153,63508.5,1536.0,1249.3,22.4,42496.0,32
1785431078051,15.67,153.3,63508.5,1536.0,1249.3,22.4,42598.4,32
1785431081060,16.23,153.4,63508.5,1536.0,1249.3,22.4,42598.4,32
1785431084069,17.71,154.3,63508.5,1536.0,1249.3,22.4,42598.4,33
1785431087077,14.77,153.5,63508.5,1536.0,1249.3,22.4,42700.8,32
1785431090085,16.21,153.6,63508.5,1546.2,1249.3,22.4,42700.8,32
1785431093093,16.39,153.6,63508.5,1546.2,1249.3,22.4,42700.8,32
1785431096101,15.07,153.4,63508.5,1546.2,1259.5,22.4,42803.2,32
1785431099108,22.10,154.6,63508.5,1546.2,1259.5,22.4,42803.2,32
1785431102117,15.36,154.9,63508.5,1546.2,1259.5,22.4,42905.6,32
1785431105125,16.17,155,63508.5,1546.2,1259.5,22.4,42905.6,32
1785431108133,16.29,155,63508.5,1546.2,1259.5,22.4,42905.6,32
1785431111143,11.79,154.8,63508.5,1546.2,1259.5,22.4,43008.0,32
1785431114151,19.87,154.9,63508.5,1546.2,1259.5,22.4,43008.0,32
1785431117159,15.89,154.9,63508.5,1546.2,1259.5,22.4,43008.0,32
1785431120166,15.25,154.9,63508.5,1546.2,1259.5,22.4,43110.4,32
1785431123174,15.83,154.9,63508.5,1546.2,1259.5,22.4,43110.4,32
1785431126182,16.60,154.9,63508.5,1546.2,1259.5,22.4,43110.4,32
1785431129189,16.09,154.9,63508.5,1546.2,1259.5,22.4,43110.4,32
1785431132197,16.83,155.2,63508.5,1546.2,1259.5,22.4,43212.8,32
1785431135206,19.53,155.2,63508.5,1546.2,1259.5,22.4,43212.8,32
1785431138212,15.16,155,63508.5,1546.2,1259.5,22.4,43315.2,32
1785431141219,14.41,155,63508.5,1546.2,1259.5,22.4,43315.2,32
1785431144227,17.48,155.1,63508.5,1556.5,1259.5,22.4,43315.2,32
1785431147235,15.74,155.1,63508.5,1556.5,1259.5,22.4,43315.2,32
1785431150243,17.87,156.7,63508.5,1556.5,1259.5,22.4,43417.6,33
1785431153252,16.71,155.1,63508.5,1556.5,1259.5,22.4,43417.6,32
1785431156259,16.16,155.2,63508.5,1556.5,1259.5,22.4,43417.6,32
1785431159266,14.58,155.5,63508.5,1556.5,1269.8,22.4,43520.0,32
1785431162274,15.74,155.5,63508.5,1556.5,1269.8,22.4,43520.0,32
1785431165281,19.85,156.8,63508.5,1556.5,1269.8,22.4,43520.0,33
1785431168288,15.95,157,63508.5,1556.5,1269.8,22.4,43622.4,33
