epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785429732268,0.94,2949.1,63508.5,173,187,370,3328.0,136
1785429735299,4.82,2949.1,63508.5,173,187,370,3328.0,136
1785429738306,10.27,2949.1,63508.5,174,187,370,3328.0,136
1785429741314,6.72,2949.1,63508.5,174,187,370,3338.2,136
1785429744322,7.43,2949.1,63508.5,174,187,370,3338.2,137
1785429747338,6.24,2949.1,63508.5,174,188,370,3358.7,137
1785429750345,6.33,2949.1,63508.5,174,188,370,3358.7,137
1785429753351,6.02,2950.1,63508.5,174,188,370,3358.7,137
1785429756358,5.83,2949.1,63508.5,175,188,370,3358.7,137
1785429759366,5.46,2949.1,63508.5,175,188,370,3369.0,137
1785429762375,5.40,2949.1,63508.5,175,188,370,3369.0,137
1785429765383,6.32,2949.1,63508.5,175,189,370,3369.0,137
1785429768390,7.66,2949.1,63508.5,175,189,370,3369.0,137
1785429771398,5.64,2949.1,63508.5,175,189,370,3379.2,137
1785429774406,7.79,2949.1,63508.5,176,189,370,3379.2,137
1785429777414,5.71,2949.1,63508.5,176,189,370,3379.2,137
1785429780422,4.86,2949.1,63508.5,176,189,370,3379.2,137
1785429783429,5.25,2949.1,63508.5,176,189,370,3379.2,137
1785429786435,5.19,2949.1,63508.5,176,190,370,3389.4,137
1785429789443,5.17,2949.1,63508.5,176,190,370,3389.4,137
1785429792451,5.96,2949.1,63508.5,176,190,370,3389.4,137
1785429795457,5.13,2949.1,63508.5,177,190,370,3389.4,137
1785429798465,6.81,2949.1,63508.5,177,190,370,3389.4,137
1785429801473,5.36,2949.1,63508.5,177,190,370,3399.7,137
1785429804481,5.04,2949.1,63508.5,177,191,370,3399.7,137
1785429807488,5.45,2950.1,63508.5,177,191,370,3399.7,137
1785429810495,4.99,2950.1,63508.5,177,191,370,3399.7,137
1785429813503,4.84,2950.1,63508.5,178,191,370,3409.9,137
1785429816510,5.17,2950.1,63508.5,178,191,370,3409.9,137
1785429819518,4.90,2950.1,63508.5,178,191,370,3409.9,137
1785429822526,4.83,2950.1,63508.5,178,192,370,3409.9,137
1785429825533,5.43,2950.1,63508.5,178,192,370,3409.9,137
1785429828541,7.22,2950.1,63508.5,178,192,370,3420.2,137
1785429831550,4.90,2950.1,63508.5,179,192,370,3420.2,137
1785429834557,4.82,2950.1,63508.5,179,192,370,3420.2,137
1785429837564,4.96,2950.1,63508.5,179,192,370,3420.2,137
1785429840572,4.82,2950.1,63508.5,179,192,370,3420.2,137
1785429843580,5.03,2950.1,63508.5,179,193,370,3430.4,137
1785429846587,5.46,2950.1,63508.5,179,193,370,3430.4,137
1785429849594,5.12,2950.1,63508.5,180,193,370,3430.4,137
1785429852602,5.40,2950.1,63508.5,180,193,370,3430.4,137
1785429855610,4.56,2950.1,63508.5,180,193,370,3440.6,136
1785429858619,6.59,2950.1,63508.5,180,193,370,3440.6,136
1785429861627,4.73,2950.1,63508.5,180,194,370,3440.6,136
1785429864634,4.69,2950.1,63508.5,180,194,370,3440.6,136
1785429867643,4.72,2950.1,63508.5,181,194,370,3440.6,136
1785429870650,4.80,2950.1,63508.5,181,194,370,3450.9,136
1785429873658,4.88,2950.1,63508.5,181,194,370,3450.9,136
1785429876664,4.85,2950.1,63508.5,181,194,370,3450.9,136
1785429879671,4.64,2950.1,63508.5,181,194,370,3450.9,136
1785429882679,4.81,2950.1,63508.5,181,195,370,3450.9,136
1785429885687,4.60,2950.1,63508.5,182,195,370,3461.1,137
1785429888694,6.90,2950.1,63508.5,182,195,370,3461.1,137
1785429891701,4.76,2950.1,63508.5,182,195,370,3461.1,137
1785429894710,5.34,2950.1,63508.5,182,195,370,3461.1,137
1785429897718,4.72,2950.1,63508.5,182,195,370,3471.4,137
1785429900726,5.04,2950.1,63508.5,182,196,370,3471.4,137
1785429903732,5.15,2950.1,63508.5,183,196,370,3471.4,137
1785429906740,4.96,2950.1,63508.5,183,196,370,3471.4,137
1785429909746,4.68,2950.1,63508.5,183,196,370,3471.4,137
1785429912753,5.11,2950.1,63508.5,183,196,370,3481.6,137
1785429915761,4.82,2950.1,63508.5,183,196,370,3481.6,137
1785429918767,7.54,2950.1,63508.5,183,197,370,3481.6,137
