epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785429730,8,0,8,0,300
1785429731,16,0,16,0,300
1785429732,16,0,16,0,300
1785429733,16,1,15,0,300
1785429734,16,0,16,0,300
1785429735,16,0,16,0,300
1785429736,16,0,16,0,300
1785429737,16,1,15,0,300
1785429739,16,0,16,0,300
1785429740,16,1,15,0,300
1785429741,16,0,16,0,300
1785429742,16,5,11,0,300
1785429743,16,3,13,0,300
1785429744,16,5,11,0,300
1785429745,16,1,15,0,300
1785429746,16,0,16,0,300
1785429747,16,4,12,0,300
1785429748,16,4,12,0,300
1785429749,16,6,10,0,300
1785429750,16,1,15,0,300
1785429752,16,1,15,0,300
1785429753,16,2,14,0,300
1785429754,16,2,14,0,300
1785429755,16,3,13,0,300
1785429756,16,1,15,0,300
1785429757,16,4,12,0,300
1785429758,16,5,11,0,300
1785429759,16,1,15,0,300
1785429760,16,7,9,0,300
1785429761,16,1,15,0,300
1785429762,16,4,12,0,300
1785429763,16,1,15,0,300
1785429765,16,2,14,0,300
1785429766,16,5,11,0,300
1785429767,16,4,12,0,300
1785429768,16,1,15,0,300
1785429769,16,3,13,0,300
1785429770,16,1,15,0,300
1785429771,16,7,9,0,300
1785429772,16,0,16,0,300
1785429773,16,5,11,0,300
1785429774,16,1,15,0,300
1785429775,16,0,16,0,300
1785429776,16,2,14,0,300
1785429778,16,3,13,0,300
1785429779,16,4,12,0,300
1785429780,16,1,15,0,300
1785429781,16,2,14,0,300
1785429782,16,2,14,0,300
1785429783,16,2,14,0,300
1785429784,16,4,12,0,300
1785429785,16,2,14,0,300
1785429786,16,1,15,0,300
1785429787,16,0,16,0,300
1785429788,16,1,15,0,300
1785429789,16,3,13,0,300
1785429791,16,2,14,0,300
1785429792,16,5,11,0,300
1785429793,16,4,12,0,300
1785429794,16,2,14,0,300
1785429795,16,5,10,1,300
1785429796,16,2,14,0,300
1785429797,16,5,11,0,300
1785429798,16,1,15,0,300
1785429799,16,2,14,0,300
1785429800,16,1,15,0,300
1785429801,16,2,14,0,300
1785429802,16,4,12,0,300
1785429804,16,2,14,0,300
1785429805,16,0,16,0,300
1785429806,16,1,14,1,300
1785429807,16,2,14,0,300
1785429808,16,1,15,0,300
1785429809,16,2,14,0,300
1785429810,16,2,14,0,300
1785429811,16,4,12,0,300
1785429812,16,3,13,0,300
1785429813,16,0,16,0,300
1785429814,16,1,15,0,300
1785429815,16,0,16,0,300
1785429817,16,1,15,0,300
1785429818,16,3,13,0,300
1785429819,16,2,14,0,300
1785429820,16,0,16,0,300
1785429821,16,3,13,0,300
1785429822,16,2,14,0,300
1785429823,16,3,13,0,300
1785429824,16,3,13,0,300
1785429825,16,4,12,0,300
1785429826,16,1,15,0,300
1785429827,16,4,12,0,300
1785429828,16,1,15,0,300
1785429830,16,3,13,0,300
1785429831,16,1,15,0,300
1785429832,16,1,15,0,300
1785429833,16,7,9,0,300
1785429834,16,1,15,0,300
1785429835,16,3,13,0,300
1785429836,16,2,14,0,300
1785429837,16,0,16,0,300
1785429838,16,4,12,0,300
1785429839,16,1,15,0,300
1785429840,16,2,14,0,300
1785429841,16,3,13,0,300
1785429843,16,3,13,0,300
1785429844,16,2,14,0,300
1785429845,16,2,14,0,300
1785429846,16,1,15,0,300
1785429847,16,1,15,0,300
1785429848,16,0,16,0,300
1785429849,16,0,16,0,300
1785429850,16,3,13,0,300
1785429851,16,1,14,1,300
1785429852,16,3,13,0,300
1785429853,16,1,15,0,300
1785429854,16,1,15,0,300
1785429856,16,5,11,0,300
1785429857,16,0,16,0,300
1785429858,16,2,14,0,300
1785429859,16,2,14,0,300
1785429860,16,2,14,0,300
1785429861,16,1,15,0,300
1785429862,16,2,14,0,300
1785429863,16,2,14,0,300
1785429864,16,2,14,0,300
1785429865,16,1,15,0,300
1785429866,16,1,15,0,300
1785429867,16,1,15,0,300
1785429869,16,2,14,0,300
1785429870,16,3,13,0,300
1785429871,16,5,11,0,300
1785429872,16,2,14,0,300
1785429873,16,3,13,0,300
1785429874,16,1,15,0,300
1785429875,16,4,12,0,300
1785429876,16,0,16,0,300
1785429877,16,1,15,0,300
1785429878,16,2,14,0,300
1785429879,16,2,14,0,300
1785429880,16,3,13,0,300
1785429882,16,2,14,0,300
1785429883,16,0,16,0,300
1785429884,16,1,15,0,300
1785429885,16,3,13,0,300
1785429886,16,1,15,0,300
1785429887,16,1,15,0,300
1785429888,16,2,14,0,300
1785429889,16,3,13,0,300
1785429890,16,3,13,0,300
1785429891,16,2,14,0,300
1785429892,16,1,15,0,300
1785429893,16,2,14,0,300
1785429895,16,4,12,0,300
1785429896,16,3,13,0,300
1785429897,16,2,14,0,300
1785429898,16,1,15,0,300
1785429899,16,3,13,0,300
1785429900,16,0,16,0,300
1785429901,16,4,12,0,300
1785429902,16,3,13,0,300
1785429903,16,2,14,0,300
1785429904,16,5,11,0,300
1785429905,16,2,14,0,300
1785429906,16,4,12,0,300
1785429908,16,2,14,0,300
1785429909,16,5,11,0,300
1785429910,16,0,16,0,300
1785429911,16,2,14,0,300
1785429912,16,0,16,0,300
1785429913,16,0,16,0,300
1785429914,16,4,12,0,300
1785429915,16,1,15,0,300
1785429916,16,6,10,0,300
1785429917,16,0,16,0,300
1785429918,16,2,14,0,300
1785429919,16,3,13,0,300
1785429920,16,2,14,0,300
1785429922,16,2,14,0,300
1785429923,16,0,16,0,300
1785429924,16,0,16,0,300
1785429925,16,4,12,0,300
1785429926,16,1,15,0,300
1785429927,16,1,15,0,300
1785429928,16,5,11,0,300
1785429929,16,2,14,0,300
1785429930,16,5,11,0,300
1785429931,16,3,13,0,300
1785429932,16,6,10,0,300
1785429934,16,2,14,0,300
1785429935,16,0,16,0,300
1785429936,16,2,14,0,300
1785429937,16,3,13,0,300
1785429938,16,3,13,0,300
1785429939,16,0,16,0,300
1785429940,16,0,16,0,300
1785429941,16,0,16,0,300
1785429942,16,3,13,0,300
1785429943,16,0,16,0,300
1785429944,16,6,10,0,300
1785429945,16,0,16,0,300
1785429947,16,3,13,0,300
1785429948,16,3,13,0,300
1785429949,16,2,14,0,300
1785429950,16,3,13,0,300
1785429951,16,3,13,0,300
1785429952,16,3,13,0,300
1785429953,16,2,14,0,300
1785429954,16,1,15,0,300
1785429955,16,2,14,0,300
1785429956,16,0,16,0,300
1785429957,16,1,15,0,300
1785429958,16,0,16,0,300
1785429959,16,3,13,0,300
1785429961,16,4,12,0,300
1785429962,16,0,16,0,300
1785429963,16,0,16,0,300
1785429964,16,2,14,0,300
1785429965,16,0,16,0,300
1785429966,16,1,15,0,300
1785429967,16,0,16,0,300
1785429968,16,4,12,0,300
1785429969,16,0,16,0,300
1785429970,16,2,14,0,300
1785429971,16,2,14,0,300
1785429972,16,4,12,0,300
1785429974,16,0,16,0,300
1785429975,16,2,14,0,300
1785429976,16,1,15,0,300
1785429977,16,0,16,0,300
1785429978,16,3,13,0,300
1785429979,16,2,14,0,300
1785429980,16,1,15,0,300
1785429981,16,3,13,0,300
1785429982,16,0,16,0,300
1785429983,16,0,16,0,300
1785429984,16,0,16,0,300
1785429986,16,1,15,0,300
1785429987,16,1,15,0,300
1785429988,16,0,16,0,300
1785429989,16,1,15,0,300
1785429990,16,3,13,0,300
1785429991,16,1,15,0,300
1785429992,16,3,13,0,300
1785429993,16,3,13,0,300
1785429994,16,4,12,0,300
1785429995,16,1,15,0,300
1785429996,16,3,13,0,300
1785429997,16,5,11,0,300
1785429998,16,1,15,0,300
1785430000,16,1,15,0,300
1785430001,16,0,16,0,300
1785430002,16,2,14,0,300
1785430003,16,0,16,0,300
1785430004,16,4,12,0,300
1785430005,16,1,15,0,300
1785430006,16,5,11,0,300
1785430007,16,3,13,0,300
1785430008,16,4,12,0,300
1785430009,16,6,10,0,300
1785430010,16,5,11,0,300
1785430011,16,3,13,0,300
1785430013,16,4,12,0,300
1785430014,16,3,13,0,300
1785430015,16,2,14,0,300
1785430016,16,4,12,0,300
1785430017,16,2,14,0,300
1785430018,16,4,12,0,300
1785430019,16,1,15,0,300
1785430020,16,2,14,0,300
1785430021,16,3,13,0,300
1785430022,16,0,16,0,300
1785430023,16,1,15,0,300
1785430024,16,3,13,0,300
1785430026,16,2,14,0,300
1785430027,16,3,13,0,300
1785430028,16,3,13,0,300
1785430029,16,1,15,0,300
1785430030,16,5,11,0,300
1785430031,16,4,12,0,300
1785430032,16,3,13,0,300
1785430033,16,3,13,0,300
1785430034,16,3,13,0,300
1785430035,16,0,16,0,300
1785430036,16,1,15,0,300
1785430037,16,1,15,0,300
1785430039,16,2,14,0,300
1785430040,16,5,11,0,300
1785430041,16,2,14,0,300
1785430042,16,3,13,0,300
1785430043,16,2,14,0,300
1785430044,16,0,16,0,300
1785430045,16,3,13,0,300
1785430046,16,2,14,0,300
1785430047,16,1,15,0,300
1785430048,16,1,15,0,300
1785430049,16,2,14,0,300
1785430050,16,0,16,0,300
1785430052,16,0,16,0,300
1785430053,16,4,12,0,300
1785430054,16,1,15,0,300
1785430055,16,0,16,0,300
1785430056,16,5,11,0,300
1785430057,16,1,15,0,300
1785430058,16,1,15,0,300
1785430059,16,2,14,0,300
1785430060,16,0,16,0,300
1785430061,16,4,12,0,300
1785430062,16,2,14,0,300
1785430063,16,0,16,0,300
1785430065,16,0,16,0,300
1785430066,16,0,16,0,300
1785430067,16,0,16,0,300
1785430068,16,0,16,0,300
1785430069,16,0,16,0,300
