epoch_ms,cpu_pct,mem_usage_mb,mem_limit_mb,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
1785429732269,0.76,912.1,63508.5,0.003,0.002,0,4.76,132
1785429734295,1.06,914.4,63508.5,0.003,0.003,0,4.76,133
1785429737304,13.76,924.3,63508.5,0.029,0.027,0,4.8,133
1785429740310,20.04,928.4,63508.5,0.132,0.129,0,4.84,135
1785429743317,11.77,930.6,63508.5,0.259,0.257,0,4.84,134
1785429746325,14.57,932.8,63508.5,0.370,0.367,0,4.89,135
1785429749342,19.53,944.5,63508.5,0.494,0.492,0,4.89,132
1785429752349,5.54,947.4,63508.5,0.613,0.611,0,4.94,132
1785429755356,10.18,948.3,63508.5,0.728,0.725,0,4.94,132
1785429758363,6.61,948.7,63508.5,0.857,0.855,0,4.98,132
1785429761371,8.83,949.1,63508.5,1,0.976,0,5.02,132
1785429764379,15.50,949.4,63508.5,1.12,1.12,0,5.02,132
1785429767387,4.30,950,63508.5,1.24,1.24,0,5.07,134
1785429770396,11.83,950.2,63508.5,1.37,1.37,0,5.07,130
1785429773404,5.42,950.4,63508.5,1.5,1.5,0,5.11,129
1785429776410,4.94,950.8,63508.5,1.63,1.63,0,5.16,127
1785429779419,23.60,951.1,63508.5,1.75,1.75,0,5.16,126
1785429782425,3.62,953.6,63508.5,1.88,1.88,0,5.2,126
1785429785433,6.75,954.1,63508.5,2,2,0,5.2,126
1785429788440,3.70,954.4,63508.5,2.13,2.13,0,5.24,126
1785429791446,7.16,954.8,63508.5,2.26,2.26,0,5.29,126
1785429794454,4.59,958.6,63508.5,2.39,2.38,0,5.29,126
1785429797461,4.84,958.7,63508.5,2.52,2.52,0,5.32,126
1785429800469,6.15,958.9,63508.5,2.64,2.64,0,5.32,126
1785429803477,15.40,960.6,63508.5,2.77,2.77,0,5.36,127
1785429806485,4.84,962.6,63508.5,2.9,2.89,0,5.36,126
1785429809493,2.15,962.7,63508.5,3.01,3.01,0,5.41,126
1785429812499,6.71,962.8,63508.5,3.15,3.15,0,5.45,126
1785429815507,6.79,962.9,63508.5,3.28,3.28,0,5.45,126
1785429818514,3.17,962.9,63508.5,3.41,3.41,0,5.48,126
1785429821523,3.90,962.9,63508.5,3.53,3.53,0,5.48,127
1785429824530,1.87,962.9,63508.5,3.65,3.65,0,5.52,126
1785429827539,2.80,963,63508.5,3.79,3.78,0,5.56,129
1785429830546,2.65,963,63508.5,3.91,3.91,0,5.56,127
1785429833554,3.29,963,63508.5,4.03,4.03,0,5.61,126
1785429836561,8.77,963.2,63508.5,4.17,4.17,0,5.61,127
1785429839568,2.65,963.2,63508.5,4.29,4.29,0,5.64,126
1785429842576,3.13,963.5,63508.5,4.42,4.42,0,5.68,126
1785429845584,19.80,963.6,63508.5,4.54,4.54,0,5.68,126
1785429848591,21.54,963.8,63508.5,4.67,4.67,0,5.73,126
1785429851598,7.58,963.9,63508.5,4.8,4.8,0,5.73,127
1785429854606,1.84,963.9,63508.5,4.92,4.92,0,5.77,126
1785429857615,1.91,964,63508.5,5.05,5.05,0,5.77,128
1785429860623,1.97,964,63508.5,5.18,5.18,0,5.82,127
1785429863631,2.69,964,63508.5,5.3,5.3,0,5.85,126
1785429866639,22.71,964.7,63508.5,5.43,5.43,0.032,5.85,129
1785429869647,39.41,972,63508.5,5.55,5.55,0.032,5.9,127
1785429872655,21.44,973.5,63508.5,5.66,5.66,0.032,5.9,127
1785429875662,5.73,973.6,63508.5,5.8,5.8,0.032,5.94,126
1785429878668,2.38,973.9,63508.5,5.93,5.93,0.032,5.98,126
1785429881677,4.82,974,63508.5,6.05,6.05,0.032,5.98,126
1785429884683,2.29,974,63508.5,6.18,6.18,0.032,6.01,126
1785429887691,2.76,974.2,63508.5,6.31,6.31,0.032,6.01,126
1785429890698,4.48,974.3,63508.5,6.45,6.45,0.032,6.05,126
1785429893706,3.88,974.5,63508.5,6.58,6.58,0.032,6.1,126
1785429896714,5.67,974.6,63508.5,6.71,6.71,0.032,6.1,126
1785429899723,1.69,974.6,63508.5,6.83,6.83,0.032,6.13,126
1785429902731,2.14,974.6,63508.5,6.96,6.96,0.032,6.13,126
1785429905736,2.29,974.7,63508.5,7.09,7.09,0.032,6.17,126
1785429908743,2.81,974.8,63508.5,7.22,7.22,0.032,6.17,126
1785429911750,5.92,975,63508.5,7.34,7.34,0.032,6.21,126
1785429914759,1.86,975.4,63508.5,7.48,7.48,0.032,6.25,127
1785429917764,1.69,975.4,63508.5,7.61,7.61,0.032,6.25,126
1785429920771,2.28,975.4,63508.5,7.74,7.74,0.032,6.28,126
1785429923780,2.02,975.8,63508.5,7.86,7.85,0.032,6.28,126
1785429926786,5.46,975.6,63508.5,7.99,7.99,0.032,6.32,128
1785429929792,1.92,975.6,63508.5,8.12,8.12,0.032,6.36,127
1785429932799,1.63,975.7,63508.5,8.25,8.25,0.032,6.36,128
1785429935807,5.79,975.7,63508.5,8.39,8.38,0.032,6.41,127
1785429938814,3.80,975.8,63508.5,8.52,8.52,0.032,6.41,126
1785429941822,4.77,975.8,63508.5,8.64,8.64,0.032,6.44,126
1785429944830,1.70,975.9,63508.5,8.77,8.77,0.032,6.44,126
1785429947836,1.87,976.5,63508.5,8.9,8.9,0.032,6.48,127
1785429950844,2.16,976.6,63508.5,9.04,9.03,0.032,6.52,126
1785429953852,2.19,976.6,63508.5,9.17,9.17,0.032,6.52,126
1785429956859,5.83,978.6,63508.5,9.3,9.3,0.032,6.55,132
1785429959866,1.84,976.8,63508.5,9.42,9.42,0.032,6.55,126
1785429962875,5.05,976.9,63508.5,9.56,9.56,0.032,6.59,126
1785429965883,2.14,976.9,63508.5,9.68,9.68,0.032,6.63,126
1785429968891,2.11,976.9,63508.5,9.82,9.81,0.032,6.63,126
1785429971899,2.01,976.9,63508.5,9.95,9.95,0.032,6.66,126
1785429974907,1.74,977.1,63508.5,10.1,10.1,0.032,6.66,127
1785429977915,4.80,977.4,63508.5,10.2,10.2,0.032,6.7,126
1785429980923,1.99,977.1,63508.5,10.3,10.3,0.032,6.74,126
1785429983930,2.25,977.2,63508.5,10.5,10.5,0.032,6.74,126
1785429986937,2.75,977.3,63508.5,10.6,10.6,0.032,6.77,126
1785429989944,1.91,977.4,63508.5,10.7,10.7,0.032,6.77,126
1785429992954,7.58,977.4,63508.5,10.9,10.9,0.032,6.81,126
1785429995959,2.62,977.5,63508.5,11,11,0.032,6.81,126
1785429998967,2.06,977.7,63508.5,11.1,11.1,0.032,6.85,126
1785430001974,1.95,977.7,63508.5,11.2,11.2,0.032,6.9,126
1785430004982,2.08,977.8,63508.5,11.4,11.4,0.032,6.9,126
1785430007990,4.21,977.8,63508.5,11.5,11.5,0.032,6.93,126
1785430010998,2.09,978,63508.5,11.6,11.6,0.032,6.93,126
1785430014004,2.14,978.1,63508.5,11.8,11.8,0.032,6.97,126
1785430017010,2.28,978.2,63508.5,11.9,11.9,0.032,7.01,127
1785430020018,1.90,978.3,63508.5,12,12,0.032,7.01,126
1785430023026,20.03,978.5,63508.5,12.1,12.1,0.032,7.04,127
1785430026035,2.35,978.6,63508.5,12.3,12.3,0.032,7.04,126
1785430029043,1.98,978.7,63508.5,12.4,12.4,0.032,7.08,126
1785430032052,2.02,978.7,63508.5,12.5,12.5,0.032,7.12,126
1785430035057,1.97,978.8,63508.5,12.7,12.7,0.032,7.12,126
1785430038066,7.80,979,63508.5,12.8,12.8,0.032,7.15,126
1785430041073,2.18,979.1,63508.5,12.9,12.9,0.032,7.15,126
1785430044080,2.55,979.1,63508.5,13.1,13.1,0.032,7.2,126
1785430047088,2.07,979.1,63508.5,13.2,13.2,0.032,7.2,126
1785430050095,1.72,979.2,63508.5,13.3,13.3,0.032,7.24,126
1785430053105,4.74,979.2,63508.5,13.4,13.4,0.032,7.27,126
1785430056111,1.90,979.2,63508.5,13.5,13.5,0.032,7.27,126
1785430059118,2.18,979.2,63508.5,13.7,13.7,0.032,7.3,126
1785430062127,1.79,979.2,63508.5,13.8,13.8,0.032,7.3,126
1785430065134,1.93,979.5,63508.5,13.9,13.9,0.032,7.34,126
1785430068141,6.19,980.3,63508.5,14,14,0.032,7.38,126
