epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785429383,16,6,10,0,300
1785429384,16,3,13,0,300
1785429385,16,4,12,0,300
1785429386,16,5,11,0,300
1785429387,16,0,16,0,300
1785429388,16,2,14,0,300
1785429389,16,4,12,0,300
1785429391,16,3,13,0,300
1785429392,16,1,15,0,300
1785429393,16,1,15,0,300
1785429394,16,1,15,0,300
1785429395,16,2,14,0,300
1785429396,16,3,13,0,300
1785429397,16,1,15,0,300
1785429398,16,0,16,0,300
1785429399,16,6,10,0,300
1785429400,16,0,16,0,300
1785429401,16,1,15,0,300
1785429402,16,4,12,0,300
1785429404,16,3,13,0,300
1785429405,16,2,14,0,300
1785429406,16,0,16,0,300
1785429407,16,5,11,0,300
1785429408,16,1,15,0,300
1785429409,16,0,16,0,300
1785429410,16,4,12,0,300
1785429411,16,3,13,0,300
1785429412,16,3,13,0,300
1785429413,16,3,13,0,300
1785429414,16,1,15,0,300
1785429415,16,4,12,0,300
1785429417,16,1,15,0,300
1785429418,16,2,14,0,300
1785429419,16,5,11,0,300
1785429420,16,2,14,0,300
1785429421,16,1,15,0,300
1785429422,16,3,13,0,300
1785429423,16,2,14,0,300
1785429424,16,2,14,0,300
1785429425,16,5,11,0,300
1785429426,16,3,13,0,300
1785429427,16,4,12,0,300
1785429428,16,0,16,0,300
1785429430,16,0,16,0,300
1785429431,16,1,15,0,300
1785429432,16,4,12,0,300
1785429433,16,2,14,0,300
1785429434,16,3,13,0,300
1785429435,16,3,13,0,300
1785429436,17,0,17,0,300
1785429437,17,1,16,0,300
1785429438,17,1,16,0,300
1785429439,17,3,14,0,300
1785429440,17,5,12,0,300
1785429441,17,0,17,0,300
1785429443,17,3,14,0,300
1785429444,17,4,13,0,300
1785429445,17,2,15,0,300
1785429446,17,0,17,0,300
1785429447,17,0,17,0,300
1785429448,17,2,15,0,300
1785429449,17,3,14,0,300
1785429450,17,4,13,0,300
1785429451,17,0,17,0,300
1785429452,17,2,15,0,300
1785429453,17,4,13,0,300
1785429454,17,3,14,0,300
1785429456,17,1,16,0,300
1785429457,17,1,16,0,300
1785429458,17,1,16,0,300
1785429459,17,4,13,0,300
1785429460,17,2,15,0,300
1785429461,17,1,16,0,300
1785429462,17,3,14,0,300
1785429463,17,4,13,0,300
1785429464,17,2,15,0,300
1785429465,17,0,17,0,300
1785429466,17,4,13,0,300
1785429467,17,6,11,0,300
1785429469,17,0,17,0,300
1785429470,17,2,15,0,300
1785429471,17,0,17,0,300
1785429472,17,3,14,0,300
1785429473,17,1,16,0,300
1785429474,17,1,16,0,300
1785429475,17,3,14,0,300
1785429476,17,0,17,0,300
1785429477,17,3,14,0,300
1785429478,17,1,16,0,300
1785429479,17,3,14,0,300
1785429480,17,2,15,0,300
1785429482,17,0,17,0,300
1785429483,17,0,17,0,300
1785429484,17,2,15,0,300
1785429485,17,0,17,0,300
1785429486,17,3,14,0,300
1785429487,17,4,13,0,300
1785429488,17,1,16,0,300
1785429489,17,4,13,0,300
1785429490,17,4,13,0,300
1785429491,17,1,16,0,300
1785429492,17,3,14,0,300
1785429493,17,0,17,0,300
1785429495,17,3,14,0,300
1785429496,17,3,14,0,300
1785429497,17,1,16,0,300
1785429498,17,2,15,0,300
1785429499,17,0,17,0,300
1785429500,17,2,15,0,300
1785429501,17,0,17,0,300
1785429502,17,0,17,0,300
1785429503,17,2,15,0,300
1785429504,17,3,14,0,300
1785429505,17,1,16,0,300
1785429507,17,0,17,0,300
1785429508,17,3,14,0,300
1785429509,17,0,17,0,300
1785429510,17,1,16,0,300
1785429511,17,3,14,0,300
1785429512,17,1,16,0,300
1785429513,17,4,13,0,300
1785429514,17,4,13,0,300
1785429515,17,2,15,0,300
1785429516,17,1,16,0,300
1785429517,17,1,16,0,300
1785429518,17,0,17,0,300
1785429520,17,1,16,0,300
1785429521,17,1,16,0,300
1785429522,17,1,16,0,300
1785429523,17,0,17,0,300
1785429524,17,1,16,0,300
1785429525,17,3,14,0,300
1785429526,17,1,16,0,300
1785429527,17,2,15,0,300
1785429528,17,1,16,0,300
1785429529,17,1,16,0,300
1785429530,17,2,15,0,300
1785429531,17,3,14,0,300
1785429533,17,1,16,0,300
1785429534,17,0,17,0,300
1785429535,17,2,15,0,300
1785429536,17,4,13,0,300
1785429537,17,3,14,0,300
1785429538,17,0,17,0,300
1785429539,17,3,14,0,300
1785429540,17,2,15,0,300
1785429541,17,4,13,0,300
1785429542,17,0,17,0,300
1785429543,17,1,16,0,300
1785429544,17,1,16,0,300
1785429546,17,1,16,0,300
1785429547,17,3,14,0,300
1785429548,17,1,16,0,300
1785429549,17,2,15,0,300
1785429550,17,4,13,0,300
1785429551,17,6,11,0,300
1785429552,17,0,17,0,300
1785429553,17,0,17,0,300
1785429554,17,3,14,0,300
1785429555,17,1,16,0,300
1785429556,17,3,14,0,300
1785429557,17,2,15,0,300
1785429559,17,1,16,0,300
1785429560,17,2,15,0,300
1785429561,17,3,14,0,300
1785429562,17,2,15,0,300
1785429563,17,0,17,0,300
1785429564,17,0,17,0,300
1785429565,17,0,17,0,300
1785429566,17,4,13,0,300
1785429567,17,1,16,0,300
1785429568,17,2,15,0,300
1785429569,17,2,15,0,300
1785429570,17,2,15,0,300
1785429572,17,3,14,0,300
1785429573,17,1,16,0,300
1785429574,17,0,17,0,300
1785429575,17,1,16,0,300
1785429576,17,1,16,0,300
1785429577,17,2,15,0,300
1785429578,17,0,17,0,300
1785429579,17,1,16,0,300
1785429580,17,0,17,0,300
1785429581,17,3,14,0,300
1785429582,17,1,16,0,300
1785429583,17,1,16,0,300
1785429585,17,4,13,0,300
1785429586,17,1,16,0,300
1785429587,17,2,15,0,300
1785429588,17,0,17,0,300
1785429589,17,1,16,0,300
1785429590,17,2,15,0,300
1785429591,17,2,15,0,300
1785429592,17,0,17,0,300
1785429593,17,2,15,0,300
1785429594,17,1,16,0,300
1785429595,17,0,17,0,300
1785429597,17,2,15,0,300
1785429598,17,5,12,0,300
1785429599,17,1,16,0,300
1785429600,17,1,16,0,300
1785429601,17,1,16,0,300
1785429602,17,1,16,0,300
1785429603,17,3,14,0,300
1785429604,17,5,12,0,300
1785429605,17,2,15,0,300
1785429606,17,1,16,0,300
1785429607,17,2,15,0,300
1785429608,17,1,16,0,300
1785429610,17,6,11,0,300
1785429611,17,3,14,0,300
1785429612,17,1,16,0,300
1785429613,17,2,15,0,300
1785429614,17,1,16,0,300
1785429615,17,1,16,0,300
1785429616,17,1,16,0,300
1785429617,17,4,13,0,300
1785429618,17,5,12,0,300
1785429619,17,0,17,0,300
1785429620,17,0,17,0,300
1785429621,17,1,16,0,300
1785429623,17,0,17,0,300
1785429624,17,1,16,0,300
1785429625,17,2,15,0,300
1785429626,17,1,16,0,300
1785429627,17,7,10,0,300
1785429628,17,3,14,0,300
1785429629,17,2,15,0,300
1785429630,17,2,15,0,300
1785429631,17,4,13,0,300
1785429632,17,4,13,0,300
1785429633,17,1,16,0,300
1785429634,17,0,17,0,300
1785429635,17,0,17,0,300
1785429637,17,0,17,0,300
1785429638,17,0,17,0,300
