epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785429298,8,0,8,0,300
1785429300,16,0,16,0,300
1785429301,16,0,16,0,300
1785429302,16,1,15,0,300
1785429303,16,1,15,0,300
1785429304,16,1,15,0,300
1785429305,16,1,15,0,300
1785429306,16,3,13,0,300
1785429307,16,0,16,0,300
1785429308,16,1,15,0,300
1785429309,16,1,15,0,300
1785429310,16,1,15,0,300
1785429311,16,3,13,0,300
1785429313,16,0,16,0,300
1785429314,16,1,15,0,300
1785429315,16,1,15,0,300
1785429316,16,2,14,0,300
1785429317,16,0,16,0,300
1785429318,16,1,15,0,300
1785429319,16,6,10,0,300
1785429320,16,1,15,0,300
1785429321,16,2,14,0,300
1785429322,16,3,13,0,300
1785429323,16,0,16,0,300
1785429324,16,3,13,0,300
1785429326,16,4,12,0,300
1785429327,16,3,13,0,300
1785429328,16,4,12,0,300
1785429329,16,2,14,0,300
1785429330,16,1,15,0,300
1785429331,16,0,16,0,300
1785429332,16,3,13,0,300
1785429333,16,0,16,0,300
1785429334,16,0,16,0,300
1785429335,16,2,14,0,300
1785429336,16,3,13,0,300
1785429337,16,0,16,0,300
1785429339,16,1,15,0,300
1785429340,16,1,15,0,300
1785429341,16,0,16,0,300
1785429342,16,3,13,0,300
1785429343,16,2,14,0,300
1785429344,16,1,15,0,300
1785429345,16,2,14,0,300
1785429346,16,3,13,0,300
1785429347,16,2,14,0,300
1785429348,16,4,12,0,300
1785429349,16,2,14,0,300
1785429350,16,2,14,0,300
1785429352,16,3,13,0,300
1785429353,16,4,12,0,300
1785429354,16,2,14,0,300
1785429355,16,0,16,0,300
1785429356,16,3,13,0,300
1785429357,16,2,14,0,300
1785429358,16,0,16,0,300
1785429359,16,2,14,0,300
1785429360,16,1,15,0,300
1785429361,16,1,15,0,300
1785429362,16,2,14,0,300
1785429364,16,1,15,0,300
1785429365,16,3,13,0,300
1785429366,16,0,16,0,300
1785429367,16,1,15,0,300
1785429368,16,1,15,0,300
1785429369,16,4,12,0,300
1785429370,16,0,16,0,300
1785429371,16,1,15,0,300
1785429372,16,5,11,0,300
1785429373,16,2,14,0,300
1785429374,16,1,15,0,300
1785429375,16,4,12,0,300
1785429376,16,2,14,0,300
1785429378,16,3,13,0,300
1785429379,16,2,14,0,300
1785429380,16,6,10,0,300
1785429381,16,1,15,0,300
1785429382,16,2,14,0,300
