epoch_s,total_backends,active,idle,idle_in_txn,max_connections
1785439222,42,4,38,0,300
1785439223,42,2,40,0,300
1785439224,42,3,39,0,300
1785439225,42,1,41,0,300
1785439226,42,1,41,0,300
1785439227,42,0,42,0,300
1785439228,42,3,39,0,300
1785439229,42,1,41,0,300
1785439231,42,2,40,0,300
1785439232,42,2,40,0,300
1785439233,42,5,37,0,300
1785439234,42,0,42,0,300
1785439235,42,2,40,0,300
1785439236,42,2,40,0,300
1785439237,42,3,39,0,300
1785439238,42,1,41,0,300
1785439239,42,2,40,0,300
1785439240,42,4,38,0,300
1785439241,42,0,42,0,300
1785439242,42,2,40,0,300
1785439244,42,2,40,0,300
1785439245,42,0,42,0,300
1785439246,42,1,41,0,300
1785439247,42,3,39,0,300
1785439248,42,0,42,0,300
1785439249,42,1,41,0,300
1785439250,42,1,41,0,300
1785439251,42,2,40,0,300
1785439252,42,2,40,0,300
1785439253,42,0,42,0,300
1785439254,42,0,42,0,300
