Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
16:10:41,1000,840228,-,403.00,67.00,0.00,0.00,470.00,3,0.00,0.00,"java"
16:10:41,1000,-,840228,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__java"
16:10:41,1000,-,840231,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__java"
16:10:41,1000,-,840232,1.00,0.00,0.00,0.00,1.00,2,9.00,1.00,"|__GC Thread#0"
16:10:41,1000,-,840233,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__G1 Main Marker"
16:10:41,1000,-,840234,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__G1 Conc#0"
16:10:41,1000,-,840235,0.00,0.00,0.00,0.00,0.00,3,16.00,0.00,"|__G1 Refi..ontrol"
16:10:41,1000,-,840237,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__G1 Refi..kers#0"
16:10:41,1000,-,840238,0.00,0.00,0.00,1.00,0.00,3,18.00,0.00,"|__G1 Service"
16:10:41,1000,-,840241,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__VM Peri..Thread"
16:10:41,1000,-,840244,0.00,0.00,0.00,1.00,0.00,2,10.00,6.00,"|__VM Thread"
16:10:41,1000,-,840245,0.00,0.00,0.00,0.00,0.00,2,1.00,0.00,"|__Referen..andler"
16:10:41,1000,-,840246,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Finalizer"
16:10:41,1000,-,840247,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Signal ..atcher"
16:10:41,1000,-,840248,0.00,0.00,0.00,0.00,0.00,1,1.00,0.00,"|__Service Thread"
16:10:41,1000,-,840249,0.00,0.00,0.00,0.00,0.00,1,4.00,0.00,"|__Monitor..Thread"
16:10:41,1000,-,840250,65.00,0.00,0.00,33.00,65.00,4,20.00,335.00,"|__C2 Comp..hread0"
