Time,UID,TGID,TID,%usr,%system,%guest,%wait,%CPU,CPU,cswch/s,nvcswch/s,Command
16:59:00,1000,962670,-,292.00,114.00,0.00,0.00,406.00,2,0.00,0.00,"java"
16:59:00,1000,-,962670,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__java"
16:59:00,1000,-,962673,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,"|__java"
16:59:00,1000,-,962674,0.00,0.00,0.00,1.00,0.00,4,19.00,1.00,"|__GC Thread#0"
16:59:00,1000,-,962675,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__G1 Main Marker"
16:59:00,1000,-,962676,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__G1 Conc#0"
16:59:00,1000,-,962677,0.00,0.00,0.00,0.00,0.00,0,16.00,1.00,"|__G1 Refi..ontrol"
16:59:00,1000,-,962678,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__G1 Refi..kers#0"
16:59:00,1000,-,962679,0.00,0.00,0.00,1.00,0.00,3,25.00,1.00,"|__G1 Service"
16:59:00,1000,-,962683,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__VM Peri..Thread"
16:59:00,1000,-,962686,0.00,0.00,0.00,2.00,0.00,4,27.00,21.00,"|__VM Thread"
16:59:00,1000,-,962687,0.00,0.00,0.00,0.00,0.00,2,2.00,0.00,"|__Referen..andler"
16:59:00,1000,-,962688,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Finalizer"
16:59:00,1000,-,962689,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,"|__Signal ..atcher"
16:59:00,1000,-,962690,0.00,0.00,0.00,0.00,0.00,2,1.00,0.00,"|__Service Thread"
16:59:00,1000,-,962691,0.00,0.00,0.00,0.00,0.00,0,4.00,0.00,"|__Monitor..Thread"
16:59:00,1000,-,962692,48.00,0.00,0.00,39.00,48.00,2,28.00,521.00,"|__C2 Comp..hread0"
16:59:00,1000,-,962693,6.00,1.00,0.00,14.00,7.00,2,118.00,30.00,"|__C1 Comp..hread0"
16:59:00,1000,-,962694,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,"|__Notific..Thread"
16:59:00,1000,-,962695,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,"|__Common-Cleaner"
16:59:00,1000,-,962697,1.00,0.00,0.00,1.00,1.00,4,16.00,6.00,"|__GC Thread#1"
16:59:00,1000,-,962698,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Cleaner-0"
16:59:00,1000,-,962699,1.00,0.00,0.00,0.00,1.00,1,17.00,0.00,"|__GC Thread#2"
16:59:00,1000,-,962700,0.00,0.00,0.00,1.00,0.00,4,19.00,0.00,"|__GC Thread#3"
16:59:00,1000,-,962702,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,"|__Postgre..leaner"
16:59:00,1000,-,962703,0.00,0.00,0.00,1.00,0.00,1,6.00,0.00,"|__exeris-..keeper"
16:59:00,1000,-,962706,0.00,0.00,0.00,0.00,0.00,0,17.00,0.00,"|__Virtual..locker"
16:59:00,1000,-,962707,34.00,25.00,0.00,35.00,59.00,1,143.00,4446.00,"|__ForkJoi..rker-1"
16:59:00,1000,-,962708,31.00,24.00,0.00,37.00,55.00,1,135.00,3473.00,"|__ForkJoi..rker-2"
16:59:00,1000,-,962709,24.00,17.00,0.00,54.00,41.00,0,120.00,3053.00,"|__ForkJoi..rker-3"
16:59:00,1000,-,962710,3.00,3.00,0.00,25.00,6.00,3,8898.00,6.00,"|__exeris/..mitter"
16:59:00,1000,-,962711,6.00,2.00,0.00,17.00,8.00,2,1550.00,101.00,"|__carrier..ctor/0"
16:59:00,1000,-,962712,7.00,2.00,0.00,29.00,9.00,4,1345.00,98.00,"|__carrier..ctor/1"
16:59:00,1000,-,962713,7.00,1.00,0.00,14.00,8.00,2,1570.00,71.00,"|__carrier..ctor/2"
16:59:00,1000,-,962714,7.00,2.00,0.00,18.00,9.00,1,1598.00,85.00,"|__carrier..ctor/3"
16:59:00,1000,-,962715,4.00,1.00,0.00,4.00,5.00,2,6.00,13.00,"|__carrier..ceptor"
